ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0055006	cardiac cell development	34/3787	101/23328	1.30822840798002e-05	0.000264681113523016	0.000184691069361885	Myh11/Sorbs2/Gsk3a/Pdcd4/Pi16/Pdlim5/Ddx39b/Map2k4/Srf/Alpk2/Ttn/Hdac2/Mef2a/Camk2d/Myh10/Tomm70a/Yy1/Actc1/Gsk3b/Cxadr/Pin1/Akap13/Maml1/Parp2/Adrb1/Mtor/Hnrnpu/Edn1/Fdps/Akap6/Vegfa/Sirt1/G6pdx/Jag1	34
GO:0001764	neuron migration	54/3787	189/23328	1.33578965219163e-05	0.00026937699468138	0.000187967794705792	Nr2f2/Olfm1/Fzd3/Robo3/Celsr1/Itga3/Gas6/Mapk8/Ascl1/Apbb1/Neurog2/Srf/Pafah1b1/Cdk5/Disc1/Dcc/Stat3/Matn2/Mark2/Auts2/Satb2/Sema6a/Katna1/Pcm1/Lrig2/Pex5/Sdccag8/Dab1/Usp9x/Ywhae/Myh10/Pomgnt2/Dclk1/Fezf1/Zmiz1/Dab2ip/Ulk4/Mapt/AU040320/Gsk3b/Phactr1/Unk/Cntn2/Bbs4/Hsp90aa1/Nav1/Rapgef2/Fezf2/Pex2/Top2b/Vegfa/Nipbl/Cdk5r2/Tbc1d24	54
GO:1901861	regulation of muscle tissue development	52/3787	180/23328	1.3653151237247e-05	0.000272666642934825	0.000190263268854538	Gli1/Nln/Dll1/Boc/Fzd7/Flot1/Cdon/Gsk3a/Meis1/Pi16/Ddx39b/Cdk1/Hdac9/Pim1/Jarid2/Ncam1/Sav1/Hdac2/Creb1/Frs2/Cited2/Ppargc1a/Arntl/Tomm70a/Uqcc2/Yy1/Hdac4/Gsk3b/Cxadr/Pin1/Cenpf/Pten/Nr1d2/Usp2/Fgf9/Lrp6/Parp2/Adrb1/Mtor/Akirin1/Sirt2/Luc7l/Edn1/Fdps/Akap6/Rps6kb1/Sirt1/Ddx5/Flcn/G6pdx/Hmgcr/Bmpr1a	52
GO:0051258	protein polymerization	76/3787	293/23328	1.37509764976437e-05	0.000273585772122313	0.000190904625354287	Snca/Map3k1/Eps8/Plekhg2/Cdh5/Grb2/Map2/Mapre1/Cobl/Clasp2/Add2/Arfip1/Mtss1/Camsap2/Mapk8/Crp/Gda/Fmn1/Cdkn1b/Nin/Chmp3/Hax1/Bin1/Dnm1l/Cfl1/Eml2/Evl/Casq1/Add3/Slain2/Chmp4b/Mphosph8/Esam/Ube2s/Rictor/Fchsd1/Sptb/Stmn1/Mapt/Cdc42ep2/Vdac2/Mief2/Tmsb10/Nckap1/Abl1/Tbcd/Trim27/Dyrk1a/Mtor/Arfgef1/Rhoa/Ppp1r9a/Bbs4/Hsp90aa1/Ttc17/Add1/Dlg1/Fchsd2/Dnm2/Wasf2/Kank1/Dnm3/Fer/Dctn1/Clasp1/Map1b/Actr3b/Diaph1/Msrb1/Wasf3/Cdc42ep3/Lmod1/Ssh1/Sptbn1/Spire2/Carmil1	76
GO:0043547	positive regulation of GTPase activity	61/3787	222/23328	1.46265297907707e-05	0.000282977643545818	0.000197458152175405	Pkp4/Nedd9/Bcar3/Myo9a/Sgsm2/Tbc1d30/Rgl3/Rsu1/Arap1/Arhgef7/Lars/Iqsec3/Asap1/Map4k4/Chn1/Gnao1/Arhgap35/Bcas3/Ccl25/Arhgef26/Tbc1d4/Sipa1l1/F2rl1/Dennd1a/Akt2/Bin1/Rcc2/Tbc1d7/Pip5k1a/Abr/Coro1c/Tbc1d10b/Als2/Ralgapb/Ralbp1/Rapgef6/Tbc1d17/Ric1/Gsk3b/Ngef/Rgs8/Pin1/Evi5l/Nf1/Adrb1/Tbc1d8/Ect2/Rapgef2/Tbc1d14/Itga6/Mex3b/Rack1/Rabgap1l/Mapre2/Dock9/Epha1/Flcn/Snx13/Lims1/Rangap1/Adprhl1	61
GO:0060249	anatomical structure homeostasis	102/3787	422/23328	1.46947522110432e-05	0.000283411872082769	0.000197761151251423	Dcstamp/Cd34/Ctss/Car2/Kcnh1/Smo/Nell2/Cdh23/Parp1/Clcn3/Rpa1/Prdx5/Muc13/Pfkm/Cfl2/Pth1r/Xrcc4/Bbs10/Srf/Hnrnpc/Hnrnpa2b1/Cdk5/Xrcc5/Pot1a/Aipl1/Ppp1r10/Ten1/Plekhm1/Rab7/Sox9/Ppargc1b/Erc1/Hmbox1/Nhp2/Ercc1/Slc1a1/Cln8/Wrap53/Chmp4b/P2rx7/Nek2/Kmt2a/Ubash3b/Tcirg1/Prom1/Strap/Sod1/Tpp1/Haao/Ankrd11/Tnks/Tex15/Prkca/Akt3/Large1/Chrna1/Cxadr/Xrcc6/Scgn/Lpcat1/Nsmce2/Cct4/Smg1/Blm/Nf1/Lrp6/Cep290/Hnrnpu/Bbs4/Hsp90aa1/Add1/Terf2ip/Rpa2/Tnks2/Mcrs1/Slc12a2/Map3k4/Zfp365/Tfrc/Dctn1/Dmd/Acaca/Kras/Cartpt/Pcdh15/Ush2a/Vegfa/Whrn/Trp53inp2/Pcna/Terf1/Hif1a/Tulp1/Stk39/Nphp4/Mak/Nos3/Bbs2/Lca5/Adam8/Calb1/Tub	102
GO:0048208	COPII vesicle coating	8/3787	10/23328	1.58094467343976e-05	0.00030208729855758	0.000210792623125302	Pef1/Sar1b/Sec16a/Sar1a/Sec16b/Preb/Klhl12/Cul3	8
GO:1903532	positive regulation of secretion by cell	95/3787	388/23328	1.65046862900951e-05	0.000312478632483115	0.000218043561997586	Snca/Cd34/Oxct1/Nadk/Doc2b/Syt9/Nell2/Nnat/Rab27b/Clasp2/Golph3/Arhgef7/Cd2ap/Jak2/Pfkm/Stxbp5l/Ppia/Apbb1/Plcd1/Cadps2/Smpd3/Ttn/Cdk5/Zfp384/Trem2/Cacna1h/F2rl1/Rasl10b/Abcg1/Cd160/Rab7/C1qtnf12/Dnm1l/Ntsr1/Dtnbp1/Erc1/Creb1/Bad/Arrb1/Panx1/Dpysl2/Mpc2/Stxbp5/Myh10/P2rx7/Tsg101/Ptbp1/Snap25/Syt7/Slc18a1/Mcu/Apln/Prkca/Tgfb3/Exoc1/Stam/Kiss1r/Hyal3/Ptpn23/Ppid/Camk2n1/Adrb1/Rtn4/Glmn/Rab3a/Syt1/Nucb2/Itsn1/Bcl2l1/Edn1/Sec24a/Slc12a2/Rab2b/Trpm2/Stxbp1/Clasp1/Adcy8/Syt2/Cartpt/Abat/Pex5l/Irf3/Adam9/Cdk5r2/Hif1a/Vip/Cadm1/Sybu/Sirt1/Dynll1/Gapdh/Scamp5/Aacs/Pink1/Map2k6	95
GO:0045444	fat cell differentiation	67/3787	252/23328	1.85241151166973e-05	0.000344392782845263	0.000240312844757154	Trio/Jdp2/Gnb3/Tbl1xr1/Ccnd1/Rarres2/Zbtb7b/Prdm16/Eif2ak3/Bbs7/Nudt7/Insig1/Ttc8/Pim1/Noc3l/Sav1/Pias1/Lrp5/Creb1/Opa3/Lpl/Mex3c/Aldh6a1/Ddit3/Psmb8/Lpin1/Med1/Asxl1/Axin1/Ppargc1a/Arntl/Gps2/Tbl1x/Gsk3b/Fbxo9/Sort1/Osbpl11/Trib2/Wdfy2/Lrp6/Adrb1/Mtor/Hnrnpu/Bbs4/Asxl2/Sirt2/Nucb2/Alms1/Itga6/Fto/Zfp36l2/Tmem120b/Arl6/Senp2/Zfp385a/Vegfa/Nipbl/Ctbp2/Sirt1/Flcn/Glis1/Jag1/Zfp516/Bbs2/Cds1/Osbpl8/Fabp4	67
GO:0097581	lamellipodium organization	30/3787	86/23328	1.89462586516511e-05	0.000351186488959197	0.000245053405314768	Ajuba/Spata13/Vav2/Vcl/Golph3/Arhgef7/Arhgef4/Snx1/Auts2/Plekho1/Cfl1/Coro1c/Ablim1/Nup85/Hdac4/Fgd4/Nckap1/Sh2b1/Mtor/Hsp90aa1/Akirin1/Dnm2/Wasf2/Kank1/Fer/Wasf3/Pxn/Parvb/Carmil1/Fscn1	30
GO:0110020	regulation of actomyosin structure organization	35/3787	107/23328	1.98896516783548e-05	0.000361105083697052	0.000251974472875346	Arap1/Clasp2/Cgnl1/Rock2/Ttc8/Arhgef18/Hdac2/Evl/Sorbs3/Stmn1/Tgfb3/Pak2/Ppm1e/Arhgef10l/Abl1/Braf/Akap13/Coro2b/Kiss1r/Mtor/Rhoa/Ppp1r9a/Bbs4/Ect2/Inpp5k/Edn1/Dlc1/Alms1/Wasf2/Clasp1/Nf2/Epha1/Pik3r1/Pxn/Carmil1	35
GO:1901652	response to peptide	97/3787	400/23328	2.04503077943676e-05	0.000369119112405044	0.000257566558809528	Nfkbia/App/Trp53/Foxo6/Car2/Bcar3/Grb2/Ikbkb/Gsk3a/Rarres2/Phip/Parp1/Kat2b/Zbtb7b/Jak2/Rock2/Stxbp4/Plcd1/Scap/Insig1/Hdac9/Smpd3/Smarcc1/Cdk5/Anxa1/Sp1/Tbc1d4/Trem2/Prkci/Cyp27b1/Stat3/Mdm2/Lgmn/Stat1/Akt2/C1qtnf12/Stat6/Chmp5/Cfl1/Ripk2/Creb1/Rab12/Lpl/Kat7/Pik3r3/Nucks1/Lpin1/Mzb1/Atp2b1/Stat2/Bcar1/Sesn3/Rab8a/Prkca/Akt3/Eif2b3/Socs3/Slc27a1/Gsk3b/Foxo3/Sort1/C2cd5/Pou4f2/Atp1a3/Braf/Pten/Slc9a1/Usf1/Mtor/Nucb2/Inpp5k/Pkm/Grb10/Wdtc1/Hadha/Kank1/Kl/Ddx11/Fer/Stat5b/Slc25a33/Mmp2/Adcy8/Prkcz/Ptpn1/Gpam/Pik3r1/Pxn/Rps6kb1/Sirt1/Lpin2/Jag1/Ybx1/Osbpl8/Agtrap/Ahcyl1/Rangap1	97
GO:0051647	nucleus localization	17/3787	37/23328	2.16028583630318e-05	0.000386541318281879	0.00026972354950375	Tacc2/Pafah1b1/Clmn/Bin1/Pcm1/Pabpc1l/Myh10/Sun1/Dync1h1/Mtor/Nudc/Dctn1/Dmd/Hook3/Slit1/Tmem201/Cep120	17
GO:0031647	regulation of protein stability	74/3787	287/23328	2.2057344044989e-05	0.0003912808509528	0.000273030734310466	Snca/Trp53/Clu/Flot1/Smo/Calr/P3h1/Hip1/Ppib/Stxbp4/Atf7ip/Apbb1/Rassf2/Wdr81/Pim1/Wfs1/Tcf3/Nlk/Sav1/Mdm2/Bag6/Cdkn2aip/Usp8/Usp47/Usp13/Creb1/Zfp207/Aak1/Caml/Usp9x/Ccar2/Pdcd10/Phb/Sec16a/Commd1/Ncln/Dad1/Morc3/Rnf139/Tbl1x/Usp36/Pin1/Gtpbp4/Tomm7/Nckap1/Qrsl1/Cct4/Chek2/Pten/Naa16/Usp2/Usp4/Rtn4/Htt/Kdm8/Hsp90aa1/Btrc/Stxbp1/Pex2/Siah1a/Senp2/Cul3/Kras/Hps4/Nf2/Rnf5/Pik3r1/Rps7/Sirt1/Gapdh/Get4/Zbed3/Pink1/Plk1	74
GO:0031589	cell-substrate adhesion	87/3787	351/23328	2.25886976758574e-05	0.000398423439633143	0.000278014740625938	Jam3/Ajuba/Cd63/Slk/Cd34/Radil/Nedd9/Fzd7/Ephb3/Rsu1/Plekha2/Itga3/Calr/Clasp2/Hsd17b12/Vcl/Itga11/Gas6/Jak2/Srcin1/Ajap1/Fmn1/Fn1/Map4k4/Actn4/Srf/Actn1/Bcas3/Ccl25/Edil3/Cdk5/Disc1/Lamc1/Iqgap1/Rcc2/Cfl1/Pip5k1a/Ccl28/Coro1c/Col8a1/Sorbs3/Angpt2/Angptl3/Bcar1/Apod/Kif14/Gsk3b/Spock2/Col26a1/Abl1/Braf/Coro2b/Pten/Cntn2/Nf1/Dusp22/Rhoa/Jup/Dlc1/Dnm2/Itga6/Smoc2/Kank1/Fer/Clasp1/Myo1g/Dmd/Men1/Prkcz/Fzd4/Ush2a/Vegfa/Adam9/Epha1/Pik3r1/Pxn/Parvb/Egflam/Jag1/Acer2/Macf1/Lims1/Carmil1/Adam8/Sirpa/Parvg/Acvrl1	87
GO:0002791	regulation of peptide secretion	98/3787	406/23328	2.26655894204142e-05	0.000398643932107342	0.000278168597432356	Cd34/Oxct1/Nadk/Doc2b/Syt9/Nnat/Rfx3/Hadh/P3h1/Golph3/Arhgef7/Arfip1/Cd2ap/Jak2/Srcin1/Stxbp4/Pfkm/Stxbp5l/Ppia/Apbb1/Map4k4/Ensa/Hdac9/Ttn/Zfp384/Anxa1/Trem2/F2rl1/Brsk2/Rasl10b/Abcg1/C1qtnf12/Dnm1l/Chd7/Lrp5/Myt1/Bad/Arrb1/Panx1/Mpc2/Stxbp5/Myh10/P2rx7/Sergef/Tcirg1/Ptbp1/Cnr1/Syt7/Mcu/Arntl/Apln/Uqcc2/Traf2/Tgfb3/Rest/Exoc1/Chga/Adora1/Ptpn23/Madd/Ppid/Camk2n1/Rab11fip5/Adrb1/Glmn/Nucb2/Itsn1/Ppp1r11/Sec24a/Slc12a2/Pde8b/Trpm2/Cyp51/Eny2/Adcy8/Cartpt/Abat/Pex5l/Sirt4/Irf3/Gpam/Adam9/Hif1a/Cadm1/Sybu/Sirt1/Dynll1/Tmbim6/Npff/Gapdh/Egf/Cpt1a/Hmgcr/Pask/Scamp5/Aacs/Adra2a/Llgl2	98
GO:1901987	regulation of cell cycle phase transition	76/3787	297/23328	2.28351928257085e-05	0.000399051308493239	0.000278452859423484	Gpnmb/Gli1/App/Trp53/Brd7/Dync1li1/Ctdsp2/Ccnd1/Bub1b/Nek6/Aven/Stxbp4/Dcun1d3/Tpr/Cdk1/Cdk5rap3/Mrnip/Ercc3/Anxa1/Tcf3/Cdc23/Cdkn1b/Tfdp1/Chmp4c/Rps27l/Mdm2/Ercc2/Zw10/Usp47/Rcc2/Six3/Npm2/Psmg2/Zfp207/Abraxas1/Rab11a/Ctdsp1/Cacnb4/Cdkn1a/Camk2d/Kif14/Tpra1/Ppp2r3d/Cenpf/Nsmce2/Pten/Ttk/Blm/Ankrd17/Ddx3x/Lcmt1/Rpl26/Hspa2/Kmt2e/Rpa2/Pbx1/Rpl17/Zfp36l2/Jade1/Mad2l1bp/Anapc15/Men1/Senp2/Cul3/Ddb1/Cirbp/Sin3a/Atp2b4/Cul4a/Miip/Plk5/Pkd1/Mad2l1/Tex14/Plk1/Plpp2	76
GO:0044270	cellular nitrogen compound catabolic process	95/3787	391/23328	2.28370472076357e-05	0.000399051308493239	0.000278452859423484	Nrde2/Btg2/Mus81/Rnaset2a/Rock2/Nudt18/Nudt3/Gda/Nudt7/Hnrnpc/Ythdf3/Polr2g/Lsm3/Cda/Fhit/Cnot9/Grsf1/Hal/Acat1/Exog/Pabpc4/Mlh1/Tet2/Snd1/Zc3h14/Pnpt1/Trir/Tnrc6c/Etf1/Aldh6a1/Magoh/Brf1/Larp1/Ptbp1/Secisbp2/Vcp/Nbas/Ythdf2/Upf2/Apaf1/Gspt1/Gdnf/Axin2/Pde2a/Cnot10/Mgat1/Mex3d/Smg1/Dhx9/Tob1/Pycrl/Cpeb3/Acot7/Pan2/Mtor/Hnrnpu/Ago2/Ncbp2/Tet3/Upb1/Khsrp/Eif3e/Aifm1/Fto/Zfp36l2/Exosc4/Cnot7/Nt5e/Smg9/Hmox2/Trim71/Nudt13/Cnot8/Lsm4/Cirbp/Cnot3/Gtpbp2/Vegfa/Dffa/Mettl3/Lrpprc/Cnot6l/Tnrc6b/Ddx5/Rbm8a/Upf3b/Cnot1/Drosha/Ybx1/Cnot6/Alkbh5/Por/Dctpp1/Eri3/Mapkapk2	95
GO:0045927	positive regulation of growth	79/3787	312/23328	2.38052735721625e-05	0.000412824786233216	0.000288063814654739	Gli1/Dll1/Fxn/Smo/Ppib/Ddx39b/Cdk1/Fn1/Srf/Derl2/Wnt3/Pafah1b1/Pim1/Wfs1/Disc1/Ncam1/Csnk2a1/Cdkn2aip/Usp47/Cdh4/Chd7/Cfl1/Lgi1/Sema7a/Creb1/Lpar3/Cpne9/Sgip1/Rab11a/Pex5/Celf1/Brat1/Hopx/Islr2/Mapt/Gsk3b/Pou4f2/Pin1/Eif4g2/Zfyve27/Dscam/Rufy3/Slc9a1/Fgf9/Parp2/Adrb1/Mtor/Rtn4/Rhoa/Ddx3x/Slc23a2/Bbs4/Fam122a/Syt1/Edn1/Dlg1/Hdgfl2/Megf8/Rnd2/Exosc4/Rnf157/Stat5b/Slc25a33/Fdps/Map1b/Adnp/Syt2/Akap6/Vegfa/Gpam/Nipbl/Map3k13/Sh3glb1/Rps6kb1/Sirt1/Atp8a2/Itsn2/Bbs2/Bmpr1a	79
GO:0046700	heterocycle catabolic process	96/3787	397/23328	2.53405385881968e-05	0.000433379211048416	0.000302406427350857	Nrde2/Btg2/Mus81/Rnaset2a/Rock2/Nudt18/Nudt3/Gda/Nudt7/Hnrnpc/Ythdf3/Polr2g/Lsm3/Cda/Fhit/Cnot9/Grsf1/Hal/Acat1/Exog/Pabpc4/Mlh1/Tet2/Snd1/Zc3h14/Pnpt1/Trir/Tnrc6c/Aldh4a1/Etf1/Aldh6a1/Magoh/Brf1/Larp1/Ptbp1/Secisbp2/Vcp/Nbas/Ythdf2/Upf2/Apaf1/Gspt1/Gdnf/Axin2/Pde2a/Cnot10/Mgat1/Mex3d/Smg1/Dhx9/Tob1/Pycrl/Cpeb3/Acot7/Pan2/Mtor/Hnrnpu/Ago2/Ncbp2/Tet3/Upb1/Khsrp/Prodh2/Eif3e/Aifm1/Fto/Zfp36l2/Exosc4/Cnot7/Nt5e/Smg9/Hmox2/Trim71/Nudt13/Cnot8/Lsm4/Cirbp/Cnot3/Gtpbp2/Vegfa/Dffa/Mettl3/Lrpprc/Cnot6l/Tnrc6b/Ddx5/Rbm8a/Upf3b/Cnot1/Drosha/Ybx1/Cnot6/Alkbh5/Dctpp1/Eri3/Mapkapk2	96
GO:0051402	neuron apoptotic process	76/3787	298/23328	2.58480374934345e-05	0.000440840771685545	0.000307613008186328	Snca/App/Trp53/Jun/Ppt1/Sncb/Btg2/Hrk/Retreg1/Smo/Gsk3a/Ctsz/Parp1/Jak2/Mapk8/Ascl1/Amigo2/Grm7/Sigmar1/Xrcc4/Map2k4/Polb/Cdk5/Wfs1/Gclc/Prkci/Lgmn/Akt2/Ambra1/Hsph1/Gbe1/Usp53/Nono/Arrb1/Ddit3/Gclm/Sod1/Fgfr3/Dnajc5/Ralbp1/Ppargc1a/Apaf1/Tgfb3/Kif14/Hdac4/Gdnf/Pik3ca/Gsk3b/Foxo3/Pin1/Braf/Bace1/Nf1/Srpk2/Rhoa/Htt/Itsn1/Bcl2l1/Aifm1/Pigt/Stxbp1/Adnp/Siah1a/Adarb1/Kras/Vegfa/Trim2/Pou4f3/Hif1a/Sirt1/G6pdx/Gapdh/Pink1/Pawr/Casp7/Adam8	76
GO:0006836	neurotransmitter transport	65/3787	245/23328	2.63033739406116e-05	0.00044614846045569	0.000311316644995732	Snca/Cplx3/Kcnh1/Ppt1/Doc2b/Trim9/Flot1/Syt9/Rap1b/Slc6a15/Vamp1/Slc30a1/Stxbp5l/Sv2b/Chrna5/Cplx2/Grm7/Ptprn2/Cadps2/Dnm1l/Nrxn3/Dtnbp1/Lin7b/Erc1/Th/Gabra2/Slc1a2/Cln8/Cacnb4/Stxbp5/P2rx7/Snap25/Syngr3/Syt7/Lin7c/Slc18a1/Slc1a7/Nat8l/Prkca/Slc32a1/Gdnf/Gsk3b/Synj1/Braf/Bace1/Nf1/Grm4/Ppp1r9a/Rab3a/Syt1/Bcl2l1/Stxbp1/Syt2/Snap91/Rims3/Napa/Slc6a9/Ctbp2/Rhot1/Erc2/Napb/Stx3/Adcy1/Vps18/Adra2a	65
GO:0043112	receptor metabolic process	58/3787	212/23328	2.68684932006051e-05	0.000453250249059798	0.000316272181543907	Cd63/Snca/App/Magi2/Anxa2/Grb2/Flot1/Arap1/Jak2/Numb/Snx1/Gsg1l/Cdk5/Fut8/Ece1/Fnta/Lgmn/Hdac2/Chmp5/Usp46/Dtnbp1/Caml/Nedd4/Grk4/Dtx3l/Arrb1/Atxn2/Als2/Rab11b/Snap25/Plekhj1/Snx25/Apln/Synj1/Furin/Cntn2/Pacsin1/Sirt2/Mvb12a/Edn1/Sec24a/Ap2m1/Dnm2/Dnm3/Tfrc/Uvrag/Ppp3r1/Dmd/Ptpn1/Caly/Vegfa/Hif1a/Sh3glb1/Napb/Dlg4/Lamtor1/Egf/Nsf	58
GO:0016125	sterol metabolic process	42/3787	139/23328	2.77686579301635e-05	0.000463384801201193	0.000323343941397053	Cyp26a1/App/Ebpl/Gnb3/Ttc39d/Cyp39a1/Cyp26c1/Dgkq/Scap/Mbtps1/Insig1/Apobr/Ttc39b/Srebf2/Abcg1/Mvk/Hdlbp/Lrp5/Cln8/Fdxr/Gm12248/Angptl3/Sod1/Erlin1/Smpd1/Npc2/Msmo1/Cyp46a1/Gba/Cyp51/Fdft1/Fdps/Aplp2/Pex2/Npc1/G6pdx/Scarb1/Hmgcr/Vldlr/Thrb/Acadvl/Por	42
GO:0031507	heterochromatin assembly	19/3787	45/23328	3.14906260621332e-05	0.000511702010369203	0.000357059067161195	Cenpv/Nrde2/H3f3b/Mbd2/Dnmt3a/Atf7ip/Tpr/H3f3a/Znfx1/Bahd1/Mbd3/Baz2a/Mphosph8/Smarca5/Morc2a/Phf8/Phf2/Smchd1/Sirt1	19
GO:0098813	nuclear chromosome segregation	68/3787	262/23328	3.71413533127932e-05	0.000586587036631384	0.000409312873243027	Kash5/Dync1li1/Bub1b/Nek6/Mus81/Cenpq/Chmp6/Tpr/Pds5a/Esco2/Cdc23/Stag2/Chmp4c/Chmp7/Bag6/Trappc12/Gem/Mlh1/Zw10/Nup62/Bod1/Hfm1/Rcc2/Chmp5/Kpnb1/Psmg2/Zfp207/Abraxas1/Stag1/Slf2/Rab11a/Rrs1/Chmp4b/Nek2/Sun1/Dync1h1/Tnks/Wapl/Tex15/Kif14/Cenpc1/Axin2/Cenpf/Nsmce2/Ttk/Slf1/Sfpq/Hnrnpu/Ect2/Lcmt1/Sirt2/Kif22/Incenp/Knl1/Ddx11/Mad2l1bp/Ppp2r1a/Anapc15/Akap8/Cul3/Top2b/Nipbl/Terf1/Nsl1/Mad2l1/Dmc1/Tex14/Plk1	68
GO:0016202	regulation of striated muscle tissue development	50/3787	177/23328	3.79343402084955e-05	0.000596069797540091	0.000415929821575382	Gli1/Nln/Dll1/Boc/Fzd7/Flot1/Cdon/Gsk3a/Meis1/Pi16/Ddx39b/Cdk1/Hdac9/Pim1/Jarid2/Ncam1/Sav1/Hdac2/Creb1/Frs2/Cited2/Arntl/Tomm70a/Uqcc2/Yy1/Hdac4/Gsk3b/Cxadr/Pin1/Cenpf/Pten/Nr1d2/Usp2/Fgf9/Lrp6/Parp2/Adrb1/Mtor/Akirin1/Sirt2/Luc7l/Edn1/Fdps/Akap6/Rps6kb1/Sirt1/Ddx5/G6pdx/Hmgcr/Bmpr1a	50
GO:0061351	neural precursor cell proliferation	53/3787	191/23328	3.85341336357867e-05	0.00060396157301052	0.000421436600776199	Gli1/Cdh2/Trp53/Spint2/Tacc2/Fzd3/Ctnna1/Btg2/Nr2e1/Rsu1/Smo/Cdon/Akna/Ctsz/Zeb2/Numb/Rere/Mapk8/Ascl1/Lrp2/Pafah1b1/Disc1/Gbx2/Zfp503/Six3/Cend1/Pcm1/Gpr37l1/Nap1l1/Prdm4/Dixdc1/Sox2/Frs2/Sox5/Kif14/Ccr5/Foxo3/Tarbp2/Nf1/Lrp6/Rhoa/Sirt2/Trim71/Hook3/Nf2/Vegfa/Eml1/Hif1a/Acsl6/Egf/Cep120/Lims1/Daglb	53
GO:0016079	synaptic vesicle exocytosis	42/3787	141/23328	4.03206618393957e-05	0.000628778885258688	0.000438753801375792	Snca/Cplx3/Kcnh1/Doc2b/Trim9/Syt9/Rap1b/Vamp1/Stxbp5l/Chrna5/Cplx2/Grm7/Cadps2/Dnm1l/Nrxn3/Dtnbp1/Erc1/Cacnb4/Stxbp5/P2rx7/Snap25/Syt7/Prkca/Gsk3b/Synj1/Braf/Bace1/Grm4/Rab3a/Syt1/Bcl2l1/Stxbp1/Syt2/Rims3/Napa/Ctbp2/Erc2/Napb/Stx3/Adcy1/Vps18/Adra2a	42
GO:0051592	response to calcium ion	39/3787	128/23328	4.29428133652065e-05	0.000660675783080256	0.000461011045534923	Cpne2/App/Syt15/Jun/Kcnh1/Itpkb/Syt9/Clic4/Pef1/Crp/Plcd1/Ttn/Neurod2/Lgmn/Iqgap1/Mef2a/Cpne9/Krt10/Kcnmb2/Alg2/Slc25a23/P2rx7/Syt7/Ryr2/Stim1/Braf/Slc25a12/Htt/Ect2/Syt1/Add1/Trpm2/Adcy8/Syt2/Pcdh15/Adam9/Hcn1/Ahcyl1/Alox5ap	39
GO:0060047	heart contraction	59/3787	221/23328	4.98058692410545e-05	0.000752068625539923	0.000524783792978916	Atp1a1/Gsk3a/Jak2/Gnao1/Ttn/Ppp1r13l/Cacna1h/Mdm2/Bin1/Gpd1l/Dnm1l/Ext2/Mef2a/Kcnh2/Th/Tmem65/Slc1a1/Camk2d/Ankrd39/Hopx/Rbfox2/Sod1/Scn3b/Apln/Prkca/Glrx3/Hdac4/Actc1/Ryr2/Cxadr/Srsf1/Chga/Atp1a3/Rps6ka2/Kcnj5/Gch1/Hcn4/Adora1/Slc9a1/P2rx4/Adrb1/Mtor/Jup/Edn1/Dlg1/Ext1/Smad5/Dmd/Nup155/Akap6/Pik3r1/Atp2b4/Sirt1/Sp4/Npff/Kcnh6/Thrb/Nos3/Map2k6	59
GO:0006790	sulfur compound metabolic process	71/3787	279/23328	5.03853067665098e-05	0.000758966993166575	0.000529597384991052	Suclg2/Pipox/Idh1/Snca/Arsg/Ahcyl2/Apip/Thtpa/Glce/Fxn/Suclg1/Hspa9/Pdhx/Glo1/Sulf2/Nubp2/Eif2ak3/Isca2/Gstz1/Lias/Mat2a/Mgst2/Nudt7/Pemt/Hs3st5/Mmachc/Suox/Sp1/Nfu1/Ogdh/Ugdh/Gclc/Gsr/Acot11/Acat1/Mvk/Ext2/Acsl3/Mpc2/Gclm/Lyrm4/Cs/Csad/Gstp1/Sod1/Ndst1/Glrx3/Xylt1/Chsy1/Gss/Spock2/Pdhb/Acot8/Enoph1/Chst12/Acot7/Hs3st3b1/Chac2/Acsl1/Ext1/Stat5b/Mms19/Acaca/Csgalnact2/Gpam/Acot12/Acsl6/Acly/Egflam/G6pdx/Ahcyl1	71
GO:0051983	regulation of chromosome segregation	33/3787	103/23328	5.41085489713162e-05	0.000809144991984103	0.000564610945787647	Dync1li1/Bub1b/Nek6/Tpr/Cdc23/Csnk2a1/Zw10/Rcc2/Psmg2/Zfp207/Slf2/Nek2/Dync1h1/Tnks/Wapl/Axin2/Nsmce2/Ttk/Slf1/Sfpq/Hnrnpu/Ect2/Lcmt1/Sirt2/Ddx11/Mad2l1bp/Anapc15/Cul3/Chtf18/Nipbl/Mad2l1/Tex14/Plk1	33
GO:0050000	chromosome localization	27/3787	78/23328	5.66700845429024e-05	0.000839340893313657	0.000585681256519948	Kash5/Cenpq/Chmp6/Cdc23/Chmp4c/Chmp7/Trappc12/Gem/Mlh1/Zw10/Nup62/Bod1/Chmp5/Kpnb1/Rab11a/Rrs1/Chmp4b/Sun1/Dync1h1/Kif14/Cenpc1/Cenpf/Hnrnpu/Kif22/Incenp/Cul3/Terf1	27
