seqnames	start	end	width	chip.r90w.lfc	chip.r90w.fdr	chip_group	strand	gene	distTSS	peak.id	p21.rhom.lfc	p21.rhom.padj	rna_group
chr12	4602561	4602961	401	-2.878066903	3.83e-05	Lost	*	Itsn2	9753.0	peak.1875	-0.425463053325166	9.044434082032701e-10	No Change
chr12	50614357	50614757	401	-2.108316158	0.001397079	Lost	*	Prkd1	34541.0	peak.1974	0.758342149904137	1.38988826230008e-16	Gained
chr12	72085460	72085860	401	-2.032963989	0.005411965	Lost	*	Jkamp	-197.0	peak.2044	-0.171387628555928	0.3156295925916	No Change
chr12	55508798	55509198	401	-3.493504077	1.66e-06	Lost	*	Nfkbia	-16351.0	peak.1998	0.571130662334742	9.02475501970125e-05	No Change
chr12	75634575	75634975	401	-3.744742482	5.66e-07	Lost	*	Wdr89	34762.0	peak.2072	-2.34275408555399	4.51203264230617e-62	Lost
chr12	102144399	102144799	401	-3.229214047	7.2e-05	Lost	*	Slc24a4	15425.0	peak.2237	-0.387337617807196	0.0013279432207133	No Change
chr12	33429288	33429688	401	-2.053880828	0.003153429	Lost	*	Twistnb	-147.0	peak.1950	0.200826048113781	0.114126287250115	No Change
chr12	116047433	116047833	401	-2.180793076	0.001334613	Lost	*	Zfp386	-143.0	peak.2314	-0.127127631103079	0.446126003913168	No Change
chr12	86406521	86406921	401	-1.659177313	0.01708159	Lost	*	Esrrb	-14923.0	peak.2165	-1.80889419066828	6.76801213798165e-68	Lost
chr12	31950222	31950622	401	-2.483804871	0.000145777	Lost	*	Hbp1	113.0	peak.1941	0.0420774558516476	0.83162165102759	No Change
chr12	80399126	80399526	401	-2.211945854	0.010950141	Lost	*	Dcaf5	37275.0	peak.2109	0.0617979794858486	0.828082344017149	No Change
chr12	111085928	111086328	401	-3.011325913	0.00012035	Lost	*	Traf3	-80335.0	peak.2298	0.0187249020534681	0.964963669935698	No Change
chr12	69973591	69973991	401	-3.004787022	0.000117899	Lost	*	Sav1	13211.0	peak.2025	0.0629698632094647	0.788342660174941	No Change
chr12	86699576	86699976	401	-1.779210256	0.013411306	Lost	*	Vash1	21076.0	peak.2176	0.408865666737339	6.65915158470434e-06	No Change
chr12	84450921	84451321	401	-2.252705387	0.002708261	Lost	*	Aldh6a1	-118.0	peak.2143	0.0027136267299561	0.994939187081025	No Change
chr12	105605230	105605630	401	-2.03406136	0.005623628	Lost	*	Atg2b	79781.0	peak.2266	-0.206560336729008	0.064374539335685	No Change
chr12	72971147	72971547	401	-2.299490124	0.000838789	Lost	*	Six6	31455.0	peak.2054	1.01744950778928	5.0578146322023395e-18	Gained
chr12	98920534	98920934	401	-2.555122182	0.000491487	Lost	*	Ttc8	122.0	peak.2214	0.099727187648848	0.583051519273743	No Change
chr12	84773003	84773403	401	-2.110538659	0.001328899	Lost	*	Isca2	-48.0	peak.2148	0.169927103174706	0.352558604480928	No Change
chr12	108689161	108689561	401	-3.09362378	5.59e-05	Lost	*	Degs2	12954.0	peak.2278	0.194579698868341	0.49207108840315	No Change
chr12	86501130	86501530	401	-3.864589711	7.8e-06	Lost	*	Esrrb	79686.0	peak.2171	-1.80889419066828	6.76801213798165e-68	Lost
chr12	8921344	8921744	401	-1.558428235	0.024263752	Lost	*	Laptm4a	-120.0	peak.1892	0.432382445063168	0.0011168576192991	No Change
chr12	116157091	116157491	401	-2.494242764	0.000595514	Lost	*	Vipr2	79563.0	peak.2316	-0.264319867966185	0.0235596850576615	No Change
chr12	83487626	83488026	401	-1.739401073	0.011687373	Lost	*	Dpf3	-110.0	peak.2134	-0.464748606679034	9.69581167235713e-07	No Change
chr12	110448601	110449001	401	-1.598646171	0.01791119	Lost	*	Ppp2r5c	-37058.0	peak.2285	-0.375612923546854	0.0001657277869681	No Change
chr12	79208667	79209067	401	-2.700665594	3.06e-05	Lost	*	Rdh12	-47.0	peak.2098	-1.41671271763966	3.3322064889800896e-11	Lost
chr12	31513621	31514021	401	-2.389727849	0.000881083	Lost	*	Cbll1	-14205.0	peak.1939	-0.0577944997707613	0.865966845007609	No Change
chr12	80643939	80644339	401	-2.018572258	0.002056376	Lost	*	Slc39a9	-100.0	peak.2110	0.0093842929167136	0.970262692035888	No Change
chr12	30925953	30926353	401	-3.788389697	2.58e-05	Lost	*	Sh3yl1	14485.0	peak.1937	-0.405732220024816	0.152782917814384	No Change
chr12	51934436	51934836	401	-3.530953505	1.17e-05	Lost	*	Heatr5a	36685.0	peak.1983	-1.96299045321859	1.9356275923400098e-128	Lost
chr12	81675703	81676103	401	-1.780601365	0.016196304	Lost	*	Med6	-80897.0	peak.2115	-0.472931069322684	0.0584028981206698	No Change
chr12	15795817	15796217	401	-2.195985469	0.001176664	Lost	*	Trib2	20768.0	peak.1907	-0.0807176458107813	0.68823412760139	No Change
chr12	87388252	87388652	401	-2.291808187	0.000353667	Lost	*	Sptlc2	-97.0	peak.2188	0.0082341452544362	0.978352805088282	No Change
chr12	76547895	76548295	401	-2.874252335	0.000687783	Lost	*	Plekhg3	14715.0	peak.2080	-0.776304148515259	2.57912616553344e-08	Lost
chr12	76837311	76837711	401	-2.5670023	0.000597433	Lost	*	Fntb	97.0	peak.2083	-0.0462001611620502	0.826703453224899	No Change
chr12	73816887	73817287	401	-2.925388417	1.07e-05	Lost	*	Hif1a	-90817.0	peak.2062	-0.315243923021933	0.0071267155581165	No Change
chr12	28750298	28750698	401	-1.962488724	0.003092436	Lost	*	Trappc12	-45.0	peak.1932	0.0601989537000628	0.796687194254738	No Change
chr12	83520221	83520621	401	-2.263127547	0.002689531	Lost	*	Dcaf4	-45.0	peak.2135	0.962947686061012	9.5044178316369e-14	Gained
chr12	84361728	84362128	401	-2.277632235	0.001259829	Lost	*	Fam161b	-107.0	peak.2142	0.0075138447543008	0.980833557369772	No Change
chr12	83470956	83471356	401	-2.376336758	0.000650455	Lost	*	Dpf3	16560.0	peak.2133	-0.464748606679034	9.69581167235713e-07	No Change
chr12	17176565	17176965	401	-1.542380451	0.033226433	Lost	*	Kcnf1	123.0	peak.1918	-0.0732744389594097	0.822544205446035	No Change
chr12	17254096	17254496	401	-2.295880608	0.002607284	Lost	*	Pdia6	-12249.0	peak.1919	0.223913586078496	0.338716662044671	No Change
chr12	75774148	75774548	401	-3.079521804	0.002109705	Lost	*	Sgpp1	-38619.0	peak.2074	-0.0178916797681062	0.950689636871989	No Change
chr12	79130668	79131068	401	-1.605752407	0.022037003	Lost	*	Arg2	91.0	peak.2096	-2.38000335559256	4.550688872670619e-30	Lost
chr12	111088596	111088996	401	-3.58371641	8.83e-05	Lost	*	Traf3	-77667.0	peak.2299	0.0187249020534681	0.964963669935698	No Change
chr12	102797295	102797695	401	-2.489755053	0.000340039	Lost	*	Gm20604	-38823.0	peak.2251	-0.124825137919144	0.651376597818216	No Change
chr12	16822863	16823263	401	-3.144214933	2.16e-05	Lost	*	E2f6	12086.0	peak.1915	0.313703253341533	0.033519163372402	No Change
chr12	70974286	70974686	401	-2.200452295	0.004034247	Lost	*	Psma3	-135.0	peak.2034	-0.193845682621056	0.166146745790659	No Change
chr12	55835986	55836386	401	-2.733174703	0.000130561	Lost	*	Brms1l	-138.0	peak.2003	-0.220303504593236	0.0303712508219071	No Change
chr12	98932431	98932831	401	-2.796156632	2.22e-05	Lost	*	Ttc8	12019.0	peak.2216	0.099727187648848	0.583051519273743	No Change
chr12	51377238	51377638	401	-2.836844538	0.000761399	Lost	*	Scfd1	-142.0	peak.1978	0.141308423918802	0.414609334855587	No Change
chr12	86262122	86262522	401	-2.577007761	0.000881059	Lost	*	Gpatch2l	20464.0	peak.2163	-0.255964769756759	0.0207408438481819	No Change
chr12	70837239	70837639	401	-2.278638468	0.000539319	Lost	*	Frmd6	11925.0	peak.2032	1.15414746898286	1.1819260560801199e-22	Gained
chr12	84761086	84761486	401	-2.25633423	0.008097084	Lost	*	Npc2	11866.0	peak.2146	-0.0709362531531928	0.771222742561925	No Change
chr12	110563458	110563858	401	-2.24689208	0.000290052	Lost	*	Dync1h1	-37794.0	peak.2289	-0.0320310043785538	0.936512979417872	No Change
chr12	65048508	65048908	401	-1.838768025	0.005147194	Lost	*	Prpf39	12375.0	peak.2015	-0.445200289583032	0.0011235793745145	No Change
chr12	3986033	3986433	401	-2.543894611	0.000872832	Lost	*	Pomc	31282.0	peak.1872	0.136361367280713	0.623541965278906	No Change
chr12	117595666	117596066	401	-3.243142716	4.77e-05	Lost	*	Rapgef5	79387.0	peak.2326	-0.445597514810333	6.21307445056944e-07	No Change
chr12	86103713	86104113	401	-2.675577243	0.000764337	Lost	*	Ift43	21350.0	peak.2161	-0.509041110667907	0.0036804554665912	No Change
chr12	108435408	108435808	401	-2.963348405	4.3e-05	Lost	*	Eml1	12792.0	peak.2273	-0.298056654227023	0.0242180364325956	No Change
chr12	54643635	54644035	401	-1.85746552	0.004041786	Lost	*	Sptssa	12738.0	peak.1993	0.0757990616158631	0.768804553669675	No Change
chr12	73250595	73250995	401	-3.108577442	2.78e-05	Lost	*	Trmt5	35914.0	peak.2056	-0.0604880824734967	0.832393239977433	No Change
chr12	87147388	87147788	401	-2.652392183	0.000666733	Lost	*	Gstz1	-130.0	peak.2184	0.148728640947406	0.375262213063176	No Change
chr12	71175001	71175401	401	-3.650344766	4.28e-06	Lost	*	2700049A03Rik	38353.0	peak.2038	-0.028336371160766	0.939709767697633	No Change
chr12	100533233	100533633	401	-4.000661192	2.35e-06	Lost	*	Ttc7b	-12607.0	peak.2229	-0.178912136381927	0.124034455456612	No Change
chr12	5337369	5337769	401	-1.890666158	0.004393952	Lost	*	Klhl29	38113.0	peak.1881	0.944017250424846	1.1509110357988299e-18	Gained
chr12	100187382	100187782	401	-1.906176851	0.003145063	Lost	*	Calm1	-12562.0	peak.2225	0.0423048867233191	0.912340065285109	No Change
chr12	86279908	86280308	401	-2.757015308	0.000337689	Lost	*	Gpatch2l	38250.0	peak.2164	-0.255964769756759	0.0207408438481819	No Change
chr12	81702652	81703052	401	-1.929739929	0.002409692	Lost	*	Map3k9	78323.0	peak.2116	-0.117012746529889	0.484299322254665	No Change
chr12	52790529	52790929	401	-2.219766911	0.000862316	Lost	*	Akap6	91346.0	peak.1989	-0.263932766529714	0.10628770083174	No Change
chr12	87127271	87127671	401	-2.612936194	0.000140644	Lost	*	Gstz1	-20247.0	peak.2182	0.148728640947406	0.375262213063176	No Change
chr12	85841096	85841496	401	-2.902251321	3.1e-05	Lost	*	Ttll5	16586.0	peak.2158	-0.141621177136381	0.473236991583112	No Change
chr12	77220624	77221024	401	-2.657846807	0.000132252	Lost	*	Fut8	-18241.0	peak.2088	0.0931374243972537	0.676211452450516	No Change
chr12	70955892	70956292	401	-2.785255346	0.001087402	Lost	*	Actr10	18235.0	peak.2033	0.0267340534570473	0.901436437014834	No Change
chr12	51342269	51342669	401	-2.386656742	0.00034098	Lost	*	G2e3	-5819.0	peak.1976	-0.112556911881644	0.709803832659173	No Change
chr12	118300712	118301112	401	-3.331143469	2.04e-05	Lost	*	Sp4	456.0	peak.2332	-0.412320438791115	0.0124114082603831	No Change
chr12	86427307	86427707	401	-3.189831152	0.000172268	Lost	*	Esrrb	5863.0	peak.2167	-1.80889419066828	6.76801213798165e-68	Lost
chr12	76623404	76623804	401	-2.687347518	0.000368674	Lost	*	Sptb	86943.0	peak.2082	-0.0302538005005613	0.938999923872389	No Change
chr12	110437618	110438018	401	-2.798881663	5.76e-05	Lost	*	Ppp2r5c	-48041.0	peak.2284	-0.375612923546854	0.0001657277869681	No Change
chr12	56321434	56321834	401	-2.353950451	0.001544385	Lost	*	Mbip	24260.0	peak.2006	-0.0037159289809611	0.988745812620816	No Change
chr12	101766337	101766737	401	-2.349333483	0.000558102	Lost	*	Tc2n	-48014.0	peak.2233	-0.286887183338116	0.297726391118405	No Change
chr12	70453326	70453726	401	-2.547836508	0.000273319	Lost	*	Tmx1	431.0	peak.2028	-0.531947166848884	0.083336699036718	No Change
chr12	99441134	99441534	401	-2.431513404	0.001946783	Lost	*	Foxn3	-47537.0	peak.2220	0.0972944629261007	0.748999132237294	No Change
chr12	79191672	79192072	401	-2.847543845	0.000181593	Lost	*	Rdh11	421.0	peak.2097	-0.513527883482862	6.9628401699665505e-09	No Change
chr12	55571497	55571897	401	-1.931236866	0.013275872	Lost	*	Aldoart2	6458.0	peak.2001	-0.179627705027011	0.424981592983172	No Change
chr12	51937831	51938231	401	-2.855813957	0.00037363	Lost	*	Heatr5a	33290.0	peak.1984	-1.96299045321859	1.9356275923400098e-128	Lost
chr12	86078494	86078894	401	-2.367890758	0.000605491	Lost	*	Tgfb3	347.0	peak.2160	-0.045724968969887	0.895800120933265	No Change
chr12	17143212	17143612	401	-3.396864067	2.77e-05	Lost	*	Kcnf1	33476.0	peak.1917	-0.0732744389594097	0.822544205446035	No Change
chr12	102636419	102636819	401	-2.544210927	0.000399516	Lost	*	Itpk1	68311.0	peak.2248	-0.22789864381156	0.412788981989558	No Change
chr12	51924816	51925216	401	-3.826990995	2.32e-06	Lost	*	Heatr5a	46305.0	peak.1982	-1.96299045321859	1.9356275923400098e-128	Lost
chr12	86507687	86508087	401	-3.906756503	6.71e-07	Lost	*	Esrrb	86243.0	peak.2172	-1.80889419066828	6.76801213798165e-68	Lost
chr12	76557115	76557515	401	-2.416317864	0.000154618	Lost	*	Plekhg3	23935.0	peak.2081	-0.776304148515259	2.57912616553344e-08	Lost
chr12	35046506	35046906	401	-2.049657826	0.00500514	Lost	*	Snx13	-480.0	peak.1952	-0.484252103018612	0.0054718734456388	No Change
chr12	108275594	108275994	401	-2.222807279	0.003182842	Lost	*	Ccdc85c	-369.0	peak.2270	-0.0730343394309904	0.765387863477416	No Change
chr12	16911279	16911679	401	-2.154160564	0.000441235	Lost	*	Rock2	16584.0	peak.1916	0.179288921128284	0.114706971959098	No Change
chr12	112027775	112028175	401	-2.165442466	0.002488037	Lost	*	Rd3l	-46658.0	peak.2306	-0.188052648619416	0.0614463311075286	No Change
chr12	102871406	102871806	401	-2.426211417	0.001065082	Lost	*	Btbd7	6800.0	peak.2252	-0.239403052012475	0.0007011293141343	No Change
chr12	86453682	86454082	401	-3.112782714	1.35e-05	Lost	*	Esrrb	32238.0	peak.2169	-1.80889419066828	6.76801213798165e-68	Lost
chr12	81893224	81893624	401	-1.885868785	0.016689205	Lost	*	Pcnx	33394.0	peak.2118	0.0625300544596372	0.753703083506457	No Change
chr12	83957665	83958065	401	-1.931645849	0.006584535	Lost	*	Riox1	7257.0	peak.2139	-0.0747653783773268	0.813841068064088	No Change
chr12	78982459	78982859	401	-3.451051507	1.93e-05	Lost	*	Tmem229b	24618.0	peak.2092	0.14096899236412	0.319935048259143	No Change
chr12	86866178	86866578	401	-2.068714337	0.013295365	Lost	*	Irf2bpl	18420.0	peak.2179	0.0933588607957906	0.741083609056559	No Change
chr12	87128184	87128584	401	-2.739960948	0.00030658	Lost	*	Gstz1	-19334.0	peak.2183	0.148728640947406	0.375262213063176	No Change
chr12	75664455	75664855	401	-3.670436987	5.66e-07	Lost	*	Wdr89	4882.0	peak.2073	-2.34275408555399	4.51203264230617e-62	Lost
chr12	70824686	70825086	401	-1.551179115	0.048716532	Lost	*	Frmd6	-628.0	peak.2031	1.15414746898286	1.1819260560801199e-22	Gained
chr12	102535584	102535984	401	-1.951530459	0.011634347	Lost	*	Chga	-19185.0	peak.2244	-0.0642823337312824	0.84056359706581	No Change
chr12	13243900	13244300	401	-2.40058949	0.000472063	Lost	*	Ddx1	5113.0	peak.1900	-0.0123576440011573	0.940063126089585	No Change
chr12	52603829	52604229	401	-2.912508859	0.000290122	Lost	*	Akap6	-95354.0	peak.1986	-0.263932766529714	0.10628770083174	No Change
chr12	84500435	84500835	401	-2.577543618	0.000508924	Lost	*	Lin52	49213.0	peak.2144	-0.104384511204664	0.590401305074541	No Change
chr12	33253155	33253555	401	-3.261587528	6.46e-06	Lost	*	Atxn7l1	-49160.0	peak.1947	0.177493869524233	0.247177105939546	No Change
chr12	12941126	12941526	401	-1.451918024	0.042352186	Lost	*	Mycn	588.0	peak.1899	0.292063304211774	0.216799899289339	No Change
chr12	70093918	70094318	401	-1.780908614	0.006773767	Lost	*	Nin	19599.0	peak.2026	0.0688326408059639	0.837759852555464	No Change
chr12	4509726	4510126	401	-3.201367651	6.3e-06	Lost	*	Ncoa1	-32744.0	peak.1873	-0.169794559501098	0.332155550372051	No Change
chr12	54696255	54696655	401	-1.891831777	0.004418901	Lost	*	Eapp	-574.0	peak.1994	-0.0359802255639102	0.861859575061653	No Change
chr12	108489672	108490072	401	-2.869090296	0.002100991	Lost	*	Evl	-64852.0	peak.2276	0.027592617411462	0.933331627245706	No Change
chr12	21130153	21130553	401	-1.917347535	0.01483616	Lost	*	Asap2	18605.0	peak.1923	0.0307935331313524	0.939963551209888	No Change
chr12	35516285	35516685	401	-1.676860001	0.019320052	Lost	*	Ahr	18553.0	peak.1955	-0.648707222086821	2.86197883827314e-08	Lost
chr12	111878178	111878578	401	-1.929864716	0.013001101	Lost	*	Ppp1r13b	29732.0	peak.2301	0.0864134618429446	0.766932666396728	No Change
chr12	54863182	54863582	401	-1.595721063	0.024461747	Lost	*	Cfl2	-505.0	peak.1996	0.152451884187405	0.240521532125644	No Change
chr12	15849576	15849976	401	-2.298114892	0.001893039	Lost	*	Trib2	-32991.0	peak.1909	-0.0807176458107813	0.68823412760139	No Change
chr12	88819027	88819427	401	-2.618318129	0.00020676	Lost	*	Nrxn3	24723.0	peak.2190	0.0395875522825343	0.89997761076457	No Change
chr12	84767233	84767633	401	-2.492657805	0.00153326	Lost	*	Npc2	5719.0	peak.2147	-0.0709362531531928	0.771222742561925	No Change
chr12	3787097	3787497	401	-2.366822524	0.000330656	Lost	*	Dnmt3a	-19733.0	peak.1871	0.238162763112512	0.244960277912001	No Change
chr12	75836639	75837039	401	-2.945171031	5.24e-05	Lost	*	Syne2	18521.0	peak.2077	-1.32548019664155	2.41373839615473e-57	Lost
chr12	44393713	44394113	401	-1.974514832	0.008054292	Lost	*	Nrcam	64930.0	peak.1965	0.418993185396506	0.0031034231511475	No Change
chr12	16584114	16584514	401	-3.376562209	3.52e-06	Lost	*	Lpin1	5456.0	peak.1914	-0.0033796586583939	0.994332489277798	No Change
chr12	86516770	86517170	401	-3.366779729	6.21e-05	Lost	*	Esrrb	95326.0	peak.2173	-1.80889419066828	6.76801213798165e-68	Lost
chr12	98734995	98735395	401	-2.878029422	0.00010605	Lost	*	Ptpn21	-550.0	peak.2210	-0.950638405933145	1.26345141922026e-20	Lost
chr12	116230507	116230907	401	-3.608275527	6.37e-06	Lost	*	Wdr60	32315.0	peak.2317	-0.888690093822184	5.1849758630643e-15	Lost
chr12	108452513	108452913	401	-1.990901849	0.006466794	Lost	*	Eml1	29897.0	peak.2275	-0.298056654227023	0.0242180364325956	No Change
chr12	105460597	105460997	401	-2.311745235	0.000486441	Lost	*	D430019H16Rik	6941.0	peak.2265	0.966174496669379	1.07361042267352e-11	Gained
chr12	84214683	84215083	401	-2.456782099	0.002719993	Lost	*	Elmsan1	-20868.0	peak.2140	0.753096295027132	4.609620241275e-05	No Change
chr12	100725100	100725500	401	-1.676443499	0.020001344	Lost	*	Rps6ka5	-272.0	peak.2231	-0.0336849483232194	0.871652184954613	No Change
chr12	71015710	71016110	401	-2.388767676	0.000751902	Lost	*	Arid4a	-80.0	peak.2035	-0.252384821442981	0.252446161725766	No Change
chr12	85670784	85671184	401	-2.870635535	0.000105722	Lost	*	Jdp2	71957.0	peak.2156	0.366151475342464	0.0376094890293449	No Change
chr12	52628450	52628850	401	-2.320850064	0.001674838	Lost	*	Akap6	-70733.0	peak.1987	-0.263932766529714	0.10628770083174	No Change
chr12	76403973	76404373	401	-1.780741808	0.008301345	Lost	*	Hspa2	-236.0	peak.2078	-0.142713903690608	0.624060156982317	No Change
chr12	110556887	110557287	401	-2.522367161	9.53e-05	Lost	*	Dync1h1	-44365.0	peak.2288	-0.0320310043785538	0.936512979417872	No Change
chr12	117601810	117602210	401	-3.232902445	9.37e-06	Lost	*	Rapgef5	85531.0	peak.2327	-0.445597514810333	6.21307445056944e-07	No Change
chr12	83444522	83444922	401	-3.585086085	1.51e-06	Lost	*	Dpf3	42994.0	peak.2132	-0.464748606679034	9.69581167235713e-07	No Change
chr12	33285389	33285789	401	-2.494383957	0.002425508	Lost	*	Atxn7l1	-16926.0	peak.1949	0.177493869524233	0.247177105939546	No Change
chr12	65172715	65173115	401	-1.443393827	0.026171503	Lost	*	Mis18bp1	-335.0	peak.2016	0.0597240524434772	0.861287559635771	No Change
chr12	72053793	72054193	401	-3.713239639	2.35e-06	Lost	*	Gpr135	17132.0	peak.2043	-0.34590458540492	0.0295566910021816	No Change
chr12	51521903	51522303	401	-2.554428846	0.000562398	Lost	*	Coch	-71238.0	peak.1979	0.0363866307039302	0.914858918931242	No Change
chr12	108693622	108694022	401	-2.551978507	0.000366571	Lost	*	Degs2	8493.0	peak.2279	0.194579698868341	0.49207108840315	No Change
chr12	85397658	85398058	401	-3.935699325	1.61e-06	Lost	*	Tmed10	-23011.0	peak.2154	0.0823894726911447	0.650345291717911	No Change
chr12	110806566	110806966	401	-2.168936961	0.00133798	Lost	*	Mok	34173.0	peak.2295	-1.01476020118894	1.19598189637534e-14	Lost
chr12	104908319	104908719	401	-1.357131671	0.034701005	Lost	*	Clmn	-43510.0	peak.2259	0.0614908599047853	0.751865967299991	No Change
chr12	72909019	72909419	401	-2.134624541	0.002932836	Lost	*	4930447C04Rik	8687.0	peak.2053	0.687113018591034	1.00857970152565e-06	Gained
chr12	112991804	112992204	401	-2.365093701	0.000957885	Lost	*	Brf1	8700.0	peak.2310	-0.0007876082191669	0.99566448272355	No Change
chr12	79242888	79243288	401	-2.427279825	0.000897435	Lost	*	Rdh12	34174.0	peak.2100	-1.41671271763966	3.3322064889800896e-11	Lost
chr12	86955885	86956285	401	-2.268468769	0.000349195	Lost	*	Cipc	8742.0	peak.2181	0.225934434226049	0.0429588927578599	No Change
chr12	69159230	69159630	401	-2.178758857	0.002120061	Lost	*	Rps29	-244.0	peak.2018	-0.21989219625547	0.382847094949842	No Change
chr12	31499658	31500058	401	-2.831174215	0.000180238	Lost	*	Cbll1	-242.0	peak.1938	-0.0577944997707613	0.865966845007609	No Change
chr12	35514660	35515060	401	-2.90081151	2.31e-05	Lost	*	Ahr	20178.0	peak.1954	-0.648707222086821	2.86197883827314e-08	Lost
chr12	75794879	75795279	401	-3.094622192	8.19e-05	Lost	*	Syne2	-23239.0	peak.2076	-1.32548019664155	2.41373839615473e-57	Lost
chr12	85297363	85297763	401	-2.821048847	0.000457424	Lost	*	Zc2hc1c	8972.0	peak.2151	-0.558938392903165	0.0005014987402818	No Change
chr12	102210819	102211219	401	-2.654294738	8.46e-05	Lost	*	Rin3	-72029.0	peak.2240	0.280651132658412	0.265416633813949	No Change
chr12	102422075	102422475	401	-1.612487709	0.017440242	Lost	*	Lgmn	17538.0	peak.2242	0.0611443704857498	0.739264309421194	No Change
chr12	110931962	110932362	401	-1.648961601	0.043952857	Lost	*	Tecpr2	42850.0	peak.2297	-0.245400008125694	0.0284763730987676	No Change
chr12	79216098	79216498	401	-3.211913342	1.41e-05	Lost	*	Rdh12	7384.0	peak.2099	-1.41671271763966	3.3322064889800896e-11	Lost
chr12	102439638	102440038	401	-2.100429326	0.003545497	Lost	*	Lgmn	-25.0	peak.2243	0.0611443704857498	0.739264309421194	No Change
chr12	75527297	75527697	401	-2.03370161	0.00906083	Lost	*	Ppp2r5e	68703.0	peak.2069	-0.0233043473340628	0.948312174158414	No Change
chr12	100679588	100679988	401	-3.671086772	3.04e-05	Lost	*	Rps6ka5	45240.0	peak.2230	-0.0336849483232194	0.871652184954613	No Change
chr12	102201439	102201839	401	-2.438477448	0.000848662	Lost	*	Slc24a4	72465.0	peak.2239	-0.387337617807196	0.0013279432207133	No Change
chr12	76954305	76954705	401	-2.914897327	0.000104404	Lost	*	Max	7680.0	peak.2085	-0.639029178406314	3.82511879764613e-12	Lost
chr12	72830289	72830689	401	-2.501075055	0.000344867	Lost	*	Ppm1a	69278.0	peak.2051	0.186766831142866	0.112093668553924	No Change
chr12	108800491	108800891	401	-2.941733484	0.000113007	Lost	*	Yy1	7718.0	peak.2280	-0.0480917661034642	0.849250171571222	No Change
chr12	76844935	76845335	401	-2.562202139	4.59e-05	Lost	*	Fntb	7721.0	peak.2084	-0.0462001611620502	0.826703453224899	No Change
chr12	72227679	72228079	401	-2.732983296	0.000183259	Lost	*	Ccdc175	-42850.0	peak.2046	0.382042408203388	0.151447253241685	No Change
chr12	108333884	108334284	401	-1.852386134	0.012620478	Lost	*	Cyp46a1	-297.0	peak.2272	-0.0926482933001643	0.673345259963541	No Change
chr12	71136724	71137124	401	-2.536228101	0.00111681	Lost	*	2700049A03Rik	76.0	peak.2037	-0.028336371160766	0.939709767697633	No Change
chr12	51901567	51901967	401	-2.258183523	0.001292779	Lost	*	Heatr5a	69554.0	peak.1981	-1.96299045321859	1.9356275923400098e-128	Lost
chr12	91634804	91635204	401	-3.190937205	0.000289497	Lost	*	Gtf2a1	-44995.0	peak.2200	-0.0609143373204296	0.838195555374301	No Change
chr12	85643798	85644198	401	-2.065834727	0.01545868	Lost	*	Jdp2	44971.0	peak.2155	0.366151475342464	0.0376094890293449	No Change
chr12	72688185	72688585	401	-1.958870624	0.002907536	Lost	*	Dhrs7	-23476.0	peak.2050	-0.182710687073581	0.502628541184927	No Change
chr13	111461422	111461822	401	-1.912278348	0.004896071	Lost	*	Gpbp1	28489.0	peak.2745	-0.685187239646555	0.0047794271054531	No Change
chr13	24297251	24297651	401	-2.690364286	0.00013763	Lost	*	Carmil1	-16656.0	peak.2392	-0.624308085872695	0.0005074321419475	No Change
chr13	42725740	42726140	401	-3.725483881	1.27e-05	Lost	*	Phactr1	16359.0	peak.2450	-0.0617942500739426	0.826703453224899	No Change
chr13	51684217	51684617	401	-1.613151572	0.015577393	Lost	*	Secisbp2	32720.0	peak.2517	-0.017263060374266	0.966504957540667	No Change
chr13	119479268	119479668	401	-2.192175603	0.004835469	Lost	*	4833420G17Rik	16684.0	peak.2771	-0.0817334635108488	0.632214865797878	No Change
chr13	99550674	99551074	401	-3.173021114	1.73e-05	Lost	*	Map1b	-34334.0	peak.2714	-0.222431826709359	0.312622090161697	No Change
chr13	119728256	119728656	401	-2.769126379	0.000181666	Lost	*	Nim1k	27426.0	peak.2774	-1.60035978229201	3.23671339649662e-62	Lost
chr13	77107897	77108297	401	-1.496468876	0.030048727	Lost	*	Slf1	27376.0	peak.2617	-0.103575914107108	0.647424692015069	No Change
chr13	92631746	92632146	401	-2.566619782	0.000157015	Lost	*	Serinc5	20855.0	peak.2645	0.0990427795569541	0.503177346924947	No Change
chr13	95237443	95237843	401	-2.426264602	0.000211351	Lost	*	Pde8b	-14577.0	peak.2658	-0.16457459192462	0.134029399521397	No Change
chr13	99497175	99497575	401	-2.539668968	0.00054528	Lost	*	Map1b	19165.0	peak.2712	-0.222431826709359	0.312622090161697	No Change
chr13	30694402	30694802	401	-1.775324358	0.014077769	Lost	*	Dusp22	34501.0	peak.2415	-0.115584574586349	0.476898077577806	No Change
chr13	46534451	46534851	401	-2.10632583	0.002920893	Lost	*	Cap2	32803.0	peak.2488	0.956899916930987	0.0006959402323827	No Change
chr13	96685387	96685787	401	-2.90534802	9.69e-05	Lost	*	Hmgcr	-14651.0	peak.2671	-0.447008690931955	0.0086091463997145	No Change
chr13	63563482	63563882	401	-2.808827964	0.00114563	Lost	*	Ptch1	2053.0	peak.2580	0.077053637784916	0.735444456762011	No Change
chr13	98945874	98946274	401	-1.860713562	0.005905028	Lost	*	Tnpo1	-19690.0	peak.2692	-0.479717226534736	3.45219966259215e-13	No Change
