label	seqnames	start	end	width	strand
wt_olap_1103	chr4	155080272	155080672	401	*
wt_olap_1104	chr4	155325816	155326216	401	*
wt_olap_1105	chr4	155483880	155484280	401	*
wt_olap_1106	chr4	155494882	155495282	401	*
wt_olap_1107	chr4	155522301	155522701	401	*
wt_olap_1108	chr4	155538097	155538497	401	*
wt_olap_1109	chr4	155728071	155728471	401	*
wt_olap_1110	chr4	156109632	156110032	401	*
wt_olap_1111	chr4	156255265	156255665	401	*
wt_olap_1112	chr5	3311200	3311600	401	*
wt_olap_1113	chr5	8947291	8947691	401	*
wt_olap_1114	chr5	9114195	9114595	401	*
wt_olap_1115	chr5	9118128	9118528	401	*
wt_olap_1116	chr5	14723578	14723978	401	*
wt_olap_1117	chr5	14785346	14785746	401	*
wt_olap_1118	chr5	19154831	19155231	401	*
wt_olap_1119	chr5	19234919	19235319	401	*
wt_olap_1120	chr5	21424610	21425010	401	*
wt_olap_1121	chr5	22074018	22074418	401	*
wt_olap_1122	chr5	23212158	23212558	401	*
wt_olap_1123	chr5	23362363	23362763	401	*
wt_olap_1124	chr5	23415726	23416126	401	*
wt_olap_1125	chr5	23422853	23423253	401	*
wt_olap_1126	chr5	23587683	23588083	401	*
wt_olap_1127	chr5	24266703	24267103	401	*
wt_olap_1128	chr5	24275610	24276010	401	*
wt_olap_1129	chr5	24373804	24374204	401	*
wt_olap_1130	chr5	24577403	24577803	401	*
wt_olap_1131	chr5	24812178	24812578	401	*
wt_olap_1132	chr5	25524287	25524687	401	*
wt_olap_1133	chr5	28145533	28145933	401	*
wt_olap_1134	chr5	30127909	30128309	401	*
wt_olap_1135	chr5	30148095	30148495	401	*
wt_olap_1136	chr5	30355795	30356195	401	*
wt_olap_1137	chr5	30824045	30824445	401	*
wt_olap_1138	chr5	30861033	30861433	401	*
wt_olap_1139	chr5	31168707	31169107	401	*
wt_olap_1140	chr5	31298421	31298821	401	*
wt_olap_1141	chr5	32365076	32365476	401	*
wt_olap_1142	chr5	32452028	32452428	401	*
wt_olap_1143	chr5	33724450	33724850	401	*
wt_olap_1144	chr5	34015992	34016392	401	*
wt_olap_1145	chr5	34284362	34284762	401	*
wt_olap_1146	chr5	34608089	34608489	401	*
wt_olap_1147	chr5	34660055	34660455	401	*
wt_olap_1148	chr5	35488903	35489303	401	*
wt_olap_1149	chr5	36523303	36523703	401	*
wt_olap_1150	chr5	36581928	36582328	401	*
wt_olap_1151	chr5	36989046	36989446	401	*
wt_olap_1152	chr5	37968508	37968908	401	*
wt_olap_1153	chr5	38222671	38223071	401	*
wt_olap_1154	chr5	41685008	41685408	401	*
wt_olap_1155	chr5	41700092	41700492	401	*
wt_olap_1156	chr5	41708268	41708668	401	*
wt_olap_1157	chr5	43807741	43808141	401	*
wt_olap_1158	chr5	43827374	43827774	401	*
wt_olap_1159	chr5	44080665	44081065	401	*
wt_olap_1160	chr5	44085887	44086287	401	*
wt_olap_1161	chr5	44096970	44097370	401	*
wt_olap_1162	chr5	44184936	44185336	401	*
wt_olap_1163	chr5	44197816	44198216	401	*
wt_olap_1164	chr5	44222897	44223297	401	*
wt_olap_1165	chr5	45791817	45792217	401	*
wt_olap_1166	chr5	51529413	51529813	401	*
wt_olap_1167	chr5	52096893	52097293	401	*
wt_olap_1168	chr5	52680932	52681332	401	*
wt_olap_1169	chr5	53275245	53275645	401	*
wt_olap_1170	chr5	58531615	58532015	401	*
wt_olap_1171	chr5	65074750	65075150	401	*
wt_olap_1172	chr5	65411809	65412209	401	*
wt_olap_1173	chr5	65490240	65490640	401	*
wt_olap_1174	chr5	65779391	65779791	401	*
wt_olap_1175	chr5	69159640	69160040	401	*
wt_olap_1176	chr5	71177264	71177664	401	*
wt_olap_1177	chr5	72608263	72608663	401	*
wt_olap_1178	chr5	72642561	72642961	401	*
wt_olap_1179	chr5	72643636	72644036	401	*
wt_olap_1180	chr5	72699189	72699589	401	*
wt_olap_1181	chr5	72879664	72880064	401	*
wt_olap_1182	chr5	72894220	72894620	401	*
wt_olap_1183	chr5	73212424	73212824	401	*
wt_olap_1184	chr5	73256407	73256807	401	*
wt_olap_1185	chr5	73301645	73302045	401	*
wt_olap_1186	chr5	74098538	74098938	401	*
wt_olap_1187	chr5	88561388	88561788	401	*
wt_olap_1188	chr5	88583351	88583751	401	*
wt_olap_1189	chr5	88633399	88633799	401	*
wt_olap_1190	chr5	89844326	89844726	401	*
wt_olap_1191	chr5	89872698	89873098	401	*
wt_olap_1192	chr5	90339717	90340117	401	*
wt_olap_1193	chr5	91044483	91044883	401	*
wt_olap_1194	chr5	92256196	92256596	401	*
wt_olap_1195	chr5	92907545	92907945	401	*
wt_olap_1196	chr5	92908869	92909269	401	*
wt_olap_1197	chr5	92918114	92918514	401	*
wt_olap_1198	chr5	93266970	93267370	401	*
wt_olap_1199	chr5	96136688	96137088	401	*
wt_olap_1200	chr5	96160427	96160827	401	*
wt_olap_1201	chr5	96911881	96912281	401	*
wt_olap_1202	chr5	96954040	96954440	401	*
wt_olap_1203	chr5	98168576	98168976	401	*
wt_olap_1204	chr5	99773881	99774281	401	*
wt_olap_1205	chr5	100197264	100197664	401	*
wt_olap_1206	chr5	100224606	100225006	401	*
wt_olap_1207	chr5	100518104	100518504	401	*
wt_olap_1208	chr5	101764292	101764692	401	*
wt_olap_1209	chr5	102022005	102022405	401	*
wt_olap_1210	chr5	102825658	102826058	401	*
wt_olap_1211	chr5	103726318	103726718	401	*
wt_olap_1212	chr5	103755326	103755726	401	*
wt_olap_1213	chr5	103759477	103759877	401	*
wt_olap_1214	chr5	103776724	103777124	401	*
wt_olap_1215	chr5	103779908	103780308	401	*
wt_olap_1216	chr5	103785424	103785824	401	*
wt_olap_1217	chr5	103788334	103788734	401	*
wt_olap_1218	chr5	105441183	105441583	401	*
wt_olap_1219	chr5	105744871	105745271	401	*
wt_olap_1220	chr5	106919254	106919654	401	*
wt_olap_1221	chr5	107574598	107574998	401	*
wt_olap_1222	chr5	107589604	107590004	401	*
wt_olap_1223	chr5	107765992	107766392	401	*
wt_olap_1224	chr5	108389747	108390147	401	*
wt_olap_1225	chr5	108421999	108422399	401	*
wt_olap_1226	chr5	108431170	108431570	401	*
wt_olap_1227	chr5	108665104	108665504	401	*
wt_olap_1228	chr5	109557070	109557470	401	*
wt_olap_1229	chr5	110110088	110110488	401	*
wt_olap_1230	chr5	110460045	110460445	401	*
wt_olap_1231	chr5	110839658	110840058	401	*
wt_olap_1232	chr5	113396317	113396717	401	*
wt_olap_1233	chr5	113909036	113909436	401	*
wt_olap_1234	chr5	114087872	114088272	401	*
wt_olap_1235	chr5	114343744	114344144	401	*
wt_olap_1236	chr5	114440211	114440611	401	*
wt_olap_1237	chr5	114467515	114467915	401	*
wt_olap_1238	chr5	114539779	114540179	401	*
wt_olap_1239	chr5	114541592	114541992	401	*
wt_olap_1240	chr5	114734568	114734968	401	*
wt_olap_1241	chr5	115022560	115022960	401	*
wt_olap_1242	chr5	115124921	115125321	401	*
wt_olap_1243	chr5	115189642	115190042	401	*
wt_olap_1244	chr5	115262423	115262823	401	*
wt_olap_1245	chr5	115295883	115296283	401	*
wt_olap_1246	chr5	115400909	115401309	401	*
wt_olap_1247	chr5	115402754	115403154	401	*
wt_olap_1248	chr5	115434702	115435102	401	*
wt_olap_1249	chr5	115436406	115436806	401	*
wt_olap_1250	chr5	115452828	115453228	401	*
wt_olap_1251	chr5	115475695	115476095	401	*
wt_olap_1252	chr5	115506189	115506589	401	*
wt_olap_1253	chr5	115686664	115687064	401	*
wt_olap_1254	chr5	115730499	115730899	401	*
wt_olap_1255	chr5	116009042	116009442	401	*
wt_olap_1256	chr5	116089692	116090092	401	*
wt_olap_1257	chr5	116570053	116570453	401	*
wt_olap_1258	chr5	117143621	117144021	401	*
wt_olap_1259	chr5	117174105	117174505	401	*
wt_olap_1260	chr5	118213880	118214280	401	*
wt_olap_1261	chr5	118244875	118245275	401	*
wt_olap_1262	chr5	118687247	118687647	401	*
wt_olap_1263	chr5	118732083	118732483	401	*
wt_olap_1264	chr5	118944422	118944822	401	*
wt_olap_1265	chr5	120613007	120613407	401	*
wt_olap_1266	chr5	121381182	121381582	401	*
wt_olap_1267	chr5	121384279	121384679	401	*
wt_olap_1268	chr5	121718446	121718846	401	*
wt_olap_1269	chr5	122138830	122139230	401	*
wt_olap_1270	chr5	122314343	122314743	401	*
wt_olap_1271	chr5	123033651	123034051	401	*
wt_olap_1272	chr5	123057782	123058182	401	*
wt_olap_1273	chr5	123140912	123141312	401	*
wt_olap_1274	chr5	123274925	123275325	401	*
wt_olap_1275	chr5	123310211	123310611	401	*
wt_olap_1276	chr5	123720829	123721229	401	*
wt_olap_1277	chr5	123730581	123730981	401	*
wt_olap_1278	chr5	123747637	123748037	401	*
wt_olap_1279	chr5	123749314	123749714	401	*
wt_olap_1280	chr5	124024613	124025013	401	*
wt_olap_1281	chr5	124194615	124195015	401	*
wt_olap_1282	chr5	124484743	124485143	401	*
wt_olap_1283	chr5	125163727	125164127	401	*
wt_olap_1284	chr5	125245672	125246072	401	*
wt_olap_1285	chr5	125304350	125304750	401	*
wt_olap_1286	chr5	125337051	125337451	401	*
wt_olap_1287	chr5	125480858	125481258	401	*
wt_olap_1288	chr5	127883103	127883503	401	*
wt_olap_1289	chr5	128233077	128233477	401	*
wt_olap_1290	chr5	129787094	129787494	401	*
wt_olap_1291	chr5	130050417	130050817	401	*
wt_olap_1292	chr5	130052473	130052873	401	*
wt_olap_1293	chr5	130186944	130187344	401	*
wt_olap_1294	chr5	130192371	130192771	401	*
wt_olap_1295	chr5	130196226	130196626	401	*
wt_olap_1296	chr5	131019293	131019693	401	*
wt_olap_1297	chr5	131497096	131497496	401	*
wt_olap_1298	chr5	131500298	131500698	401	*
wt_olap_1299	chr5	133790719	133791119	401	*
wt_olap_1300	chr5	134456694	134457094	401	*
wt_olap_1301	chr5	135008783	135009183	401	*
wt_olap_1302	chr5	135426790	135427190	401	*
wt_olap_1303	chr5	135545150	135545550	401	*
wt_olap_1304	chr5	135675940	135676340	401	*
wt_olap_1305	chr5	135688726	135689126	401	*
wt_olap_1306	chr5	135834720	135835120	401	*
wt_olap_1307	chr5	135903478	135903878	401	*
wt_olap_1308	chr5	135957563	135957963	401	*
wt_olap_1309	chr5	136186683	136187083	401	*
wt_olap_1310	chr5	136894349	136894749	401	*
wt_olap_1311	chr5	136979445	136979845	401	*
wt_olap_1312	chr5	137041438	137041838	401	*
wt_olap_1313	chr5	137400238	137400638	401	*
wt_olap_1314	chr5	137502278	137502678	401	*
wt_olap_1315	chr5	137600688	137601088	401	*
wt_olap_1316	chr5	137627441	137627841	401	*
wt_olap_1317	chr5	137628677	137629077	401	*
wt_olap_1318	chr5	137778568	137778968	401	*
wt_olap_1319	chr5	138085589	138085989	401	*
wt_olap_1320	chr5	139149857	139150257	401	*
wt_olap_1321	chr5	139253685	139254085	401	*
wt_olap_1322	chr5	139869788	139870188	401	*
wt_olap_1323	chr5	139870905	139871305	401	*
wt_olap_1324	chr5	139969147	139969547	401	*
wt_olap_1325	chr5	140161906	140162306	401	*
wt_olap_1326	chr5	140505116	140505516	401	*
wt_olap_1327	chr5	140649412	140649812	401	*
wt_olap_1328	chr5	140704585	140704985	401	*
wt_olap_1329	chr5	141744210	141744610	401	*
wt_olap_1330	chr5	142321379	142321779	401	*
wt_olap_1331	chr5	142421329	142421729	401	*
wt_olap_1332	chr5	142524666	142525066	401	*
wt_olap_1333	chr5	142850476	142850876	401	*
wt_olap_1334	chr5	143315919	143316319	401	*
wt_olap_1335	chr5	143706436	143706836	401	*
wt_olap_1336	chr5	143811649	143812049	401	*
wt_olap_1337	chr5	145201724	145202124	401	*
wt_olap_1338	chr5	145204261	145204661	401	*
wt_olap_1339	chr5	146202094	146202494	401	*
wt_olap_1340	chr5	146380066	146380466	401	*
wt_olap_1341	chr5	146416721	146417121	401	*
wt_olap_1342	chr5	146446373	146446773	401	*
wt_olap_1343	chr5	146713163	146713563	401	*
wt_olap_1344	chr5	146748052	146748452	401	*
wt_olap_1345	chr5	146758302	146758702	401	*
wt_olap_1346	chr5	146771889	146772289	401	*
wt_olap_1347	chr5	147051250	147051650	401	*
wt_olap_1348	chr5	147969540	147969940	401	*
wt_olap_1349	chr5	148706331	148706731	401	*
wt_olap_1350	chr5	148977647	148978047	401	*
wt_olap_1351	chr5	149196946	149197346	401	*
wt_olap_1352	chr5	149229320	149229720	401	*
wt_olap_1353	chr5	150258936	150259336	401	*
wt_olap_1354	chr5	150665466	150665866	401	*
wt_olap_1355	chr6	3975716	3976116	401	*
wt_olap_1356	chr6	3993754	3994154	401	*
wt_olap_1357	chr6	4086787	4087187	401	*
wt_olap_1358	chr6	4131130	4131530	401	*
wt_olap_1359	chr6	4889314	4889714	401	*
wt_olap_1360	chr6	6173825	6174225	401	*
wt_olap_1361	chr6	8358731	8359131	401	*
wt_olap_1362	chr6	8364298	8364698	401	*
wt_olap_1363	chr6	8375129	8375529	401	*
wt_olap_1364	chr6	8504455	8504855	401	*
wt_olap_1365	chr6	8508311	8508711	401	*
wt_olap_1366	chr6	11907232	11907632	401	*
wt_olap_1367	chr6	13797396	13797796	401	*
wt_olap_1368	chr6	17721687	17722087	401	*
wt_olap_1369	chr6	18796508	18796908	401	*
wt_olap_1370	chr6	21949280	21949680	401	*
wt_olap_1371	chr6	22037686	22038086	401	*
wt_olap_1372	chr6	22329440	22329840	401	*
wt_olap_1373	chr6	22332567	22332967	401	*
wt_olap_1374	chr6	23936425	23936825	401	*
wt_olap_1375	chr6	28296329	28296729	401	*
wt_olap_1376	chr6	28471549	28471949	401	*
wt_olap_1377	chr6	28845353	28845753	401	*
wt_olap_1378	chr6	29214198	29214598	401	*
wt_olap_1379	chr6	29215164	29215564	401	*
wt_olap_1380	chr6	29394258	29394658	401	*
wt_olap_1381	chr6	29540307	29540707	401	*
wt_olap_1382	chr6	29720836	29721236	401	*
wt_olap_1383	chr6	29774275	29774675	401	*
wt_olap_1384	chr6	30021668	30022068	401	*
wt_olap_1385	chr6	30139593	30139993	401	*
wt_olap_1386	chr6	30147092	30147492	401	*
wt_olap_1387	chr6	30172630	30173030	401	*
wt_olap_1388	chr6	30174952	30175352	401	*
wt_olap_1389	chr6	30178533	30178933	401	*
wt_olap_1390	chr6	30179782	30180182	401	*
wt_olap_1391	chr6	30739979	30740379	401	*
wt_olap_1392	chr6	31132760	31133160	401	*
wt_olap_1393	chr6	31292087	31292487	401	*
wt_olap_1394	chr6	31524466	31524866	401	*
wt_olap_1395	chr6	31571470	31571870	401	*
wt_olap_1396	chr6	31582507	31582907	401	*
wt_olap_1397	chr6	31587637	31588037	401	*
wt_olap_1398	chr6	31591674	31592074	401	*
wt_olap_1399	chr6	33050516	33050916	401	*
wt_olap_1400	chr6	33060144	33060544	401	*
wt_olap_1401	chr6	33248836	33249236	401	*
wt_olap_1402	chr6	34071914	34072314	401	*
wt_olap_1403	chr6	34475976	34476376	401	*
wt_olap_1404	chr6	38206997	38207397	401	*
wt_olap_1405	chr6	38217254	38217654	401	*
wt_olap_1406	chr6	39801812	39802212	401	*
wt_olap_1407	chr6	39808559	39808959	401	*
wt_olap_1408	chr6	42370965	42371365	401	*
wt_olap_1409	chr6	42376484	42376884	401	*
wt_olap_1410	chr6	47364618	47365018	401	*
wt_olap_1411	chr6	47395595	47395995	401	*
wt_olap_1412	chr6	47781411	47781811	401	*
wt_olap_1413	chr6	47802468	47802868	401	*
wt_olap_1414	chr6	48568280	48568680	401	*
wt_olap_1415	chr6	49051018	49051418	401	*
wt_olap_1416	chr6	49318981	49319381	401	*
wt_olap_1417	chr6	49319940	49320340	401	*
wt_olap_1418	chr6	49324416	49324816	401	*
wt_olap_1419	chr6	51497679	51498079	401	*
wt_olap_1420	chr6	51544368	51544768	401	*
wt_olap_1421	chr6	51933009	51933409	401	*
wt_olap_1422	chr6	52698172	52698572	401	*
wt_olap_1423	chr6	52702825	52703225	401	*
wt_olap_1424	chr6	52824899	52825299	401	*
wt_olap_1425	chr6	52840771	52841171	401	*
wt_olap_1426	chr6	53624883	53625283	401	*
wt_olap_1427	chr6	54540337	54540737	401	*
wt_olap_1428	chr6	54633577	54633977	401	*
wt_olap_1429	chr6	55203276	55203676	401	*
wt_olap_1430	chr6	55303087	55303487	401	*
wt_olap_1431	chr6	56524075	56524475	401	*
wt_olap_1432	chr6	57532016	57532416	401	*
wt_olap_1433	chr6	57691508	57691908	401	*
wt_olap_1434	chr6	57770794	57771194	401	*
wt_olap_1435	chr6	58833257	58833657	401	*
wt_olap_1436	chr6	58849974	58850374	401	*
wt_olap_1437	chr6	60741694	60742094	401	*
wt_olap_1438	chr6	60832650	60833050	401	*
wt_olap_1439	chr6	61155043	61155443	401	*
wt_olap_1440	chr6	61211371	61211771	401	*
wt_olap_1441	chr6	66535109	66535509	401	*
wt_olap_1442	chr6	67010509	67010909	401	*
wt_olap_1443	chr6	67036271	67036671	401	*
wt_olap_1444	chr6	70844055	70844455	401	*
wt_olap_1445	chr6	70874597	70874997	401	*
wt_olap_1446	chr6	70921134	70921534	401	*
wt_olap_1447	chr6	71831764	71832164	401	*
wt_olap_1448	chr6	72362286	72362686	401	*
wt_olap_1449	chr6	72431013	72431413	401	*
wt_olap_1450	chr6	72512368	72512768	401	*
wt_olap_1451	chr6	72955978	72956378	401	*
wt_olap_1452	chr6	73271505	73271905	401	*
wt_olap_1453	chr6	73315376	73315776	401	*
wt_olap_1454	chr6	81971218	81971618	401	*
wt_olap_1455	chr6	82604861	82605261	401	*
wt_olap_1456	chr6	82613172	82613572	401	*
wt_olap_1457	chr6	82771804	82772204	401	*
wt_olap_1458	chr6	83009888	83010288	401	*
wt_olap_1459	chr6	83185917	83186317	401	*
wt_olap_1460	chr6	83187964	83188364	401	*
wt_olap_1461	chr6	83211541	83211941	401	*
wt_olap_1462	chr6	83213170	83213570	401	*
wt_olap_1463	chr6	83435255	83435655	401	*
wt_olap_1464	chr6	83438861	83439261	401	*
wt_olap_1465	chr6	83698016	83698416	401	*
wt_olap_1466	chr6	83703452	83703852	401	*
wt_olap_1467	chr6	85408972	85409372	401	*
wt_olap_1468	chr6	85605287	85605687	401	*
wt_olap_1469	chr6	86071846	86072246	401	*
wt_olap_1470	chr6	86889083	86889483	401	*
wt_olap_1471	chr6	86908197	86908597	401	*
wt_olap_1472	chr6	86934432	86934832	401	*
wt_olap_1473	chr6	86938632	86939032	401	*
wt_olap_1474	chr6	87038428	87038828	401	*
wt_olap_1475	chr6	87808683	87809083	401	*
wt_olap_1476	chr6	87811996	87812396	401	*
wt_olap_1477	chr6	88075045	88075445	401	*
wt_olap_1478	chr6	88602155	88602555	401	*
wt_olap_1479	chr6	88936335	88936735	401	*
wt_olap_1480	chr6	90987569	90987969	401	*
wt_olap_1481	chr6	90988859	90989259	401	*
wt_olap_1482	chr6	91109331	91109731	401	*
wt_olap_1483	chr6	91592702	91593102	401	*
wt_olap_1484	chr6	91668325	91668725	401	*
wt_olap_1485	chr6	91685857	91686257	401	*
wt_olap_1486	chr6	91707796	91708196	401	*
wt_olap_1487	chr6	94669300	94669700	401	*
wt_olap_1488	chr6	95117585	95117985	401	*
wt_olap_1489	chr6	95675290	95675690	401	*
wt_olap_1490	chr6	96746204	96746604	401	*
wt_olap_1491	chr6	97205503	97205903	401	*
wt_olap_1492	chr6	97352574	97352974	401	*
wt_olap_1493	chr6	97394659	97395059	401	*
wt_olap_1494	chr6	97484827	97485227	401	*
wt_olap_1495	chr6	97485917	97486317	401	*
wt_olap_1496	chr6	97500236	97500636	401	*
wt_olap_1497	chr6	98697533	98697933	401	*
wt_olap_1498	chr6	99916665	99917065	401	*
wt_olap_1499	chr6	108790715	108791115	401	*
wt_olap_1500	chr6	110560632	110561032	401	*
wt_olap_1501	chr6	110611456	110611856	401	*
wt_olap_1502	chr6	113026248	113026648	401	*
wt_olap_1503	chr6	113267149	113267549	401	*
wt_olap_1504	chr6	113404675	113405075	401	*
wt_olap_1505	chr6	113579282	113579682	401	*
wt_olap_1506	chr6	115480932	115481332	401	*
wt_olap_1507	chr6	115622983	115623383	401	*
wt_olap_1508	chr6	115808803	115809203	401	*
wt_olap_1509	chr6	115890644	115891044	401	*
wt_olap_1510	chr6	115928771	115929171	401	*
wt_olap_1511	chr6	115930180	115930580	401	*
wt_olap_1512	chr6	115931623	115932023	401	*
wt_olap_1513	chr6	115934103	115934503	401	*
wt_olap_1514	chr6	115938259	115938659	401	*
wt_olap_1515	chr6	116119706	116120106	401	*
wt_olap_1516	chr6	116141327	116141727	401	*
wt_olap_1517	chr6	117811242	117811642	401	*
wt_olap_1518	chr6	117919281	117919681	401	*
wt_olap_1519	chr6	117932560	117932960	401	*
wt_olap_1520	chr6	118079746	118080146	401	*
wt_olap_1521	chr6	119218224	119218624	401	*
wt_olap_1522	chr6	119236294	119236694	401	*
wt_olap_1523	chr6	119848979	119849379	401	*
wt_olap_1524	chr6	120318271	120318671	401	*
wt_olap_1525	chr6	120592259	120592659	401	*
wt_olap_1526	chr6	120795396	120795796	401	*
wt_olap_1527	chr6	120849376	120849776	401	*
wt_olap_1528	chr6	121499211	121499611	401	*
wt_olap_1529	chr6	124600296	124600696	401	*
wt_olap_1530	chr6	124741364	124741764	401	*
wt_olap_1531	chr6	124768165	124768565	401	*
wt_olap_1532	chr6	124828827	124829227	401	*
wt_olap_1533	chr6	124840323	124840723	401	*
wt_olap_1534	chr6	124883525	124883925	401	*
wt_olap_1535	chr6	124903658	124904058	401	*
wt_olap_1536	chr6	125022409	125022809	401	*
wt_olap_1537	chr6	125039510	125039910	401	*
wt_olap_1538	chr6	125154106	125154506	401	*
wt_olap_1539	chr6	125215214	125215614	401	*
wt_olap_1540	chr6	125690165	125690565	401	*
wt_olap_1541	chr6	125693067	125693467	401	*
wt_olap_1542	chr6	125727675	125728075	401	*
wt_olap_1543	chr6	127854176	127854576	401	*
wt_olap_1544	chr6	127948656	127949056	401	*
wt_olap_1545	chr6	128351442	128351842	401	*
wt_olap_1546	chr6	129538580	129538980	401	*
wt_olap_1547	chr6	131367988	131368388	401	*
wt_olap_1548	chr6	131382041	131382441	401	*
wt_olap_1549	chr6	131384375	131384775	401	*
wt_olap_1550	chr6	134553944	134554344	401	*
wt_olap_1551	chr6	134648346	134648746	401	*
wt_olap_1552	chr6	134782935	134783335	401	*
wt_olap_1553	chr6	134917114	134917514	401	*
wt_olap_1554	chr6	135212666	135213066	401	*
wt_olap_1555	chr6	136468386	136468786	401	*
wt_olap_1556	chr6	136518516	136518916	401	*
wt_olap_1557	chr6	136949514	136949914	401	*
wt_olap_1558	chr6	137135451	137135851	401	*
wt_olap_1559	chr6	137268003	137268403	401	*
wt_olap_1560	chr6	137364722	137365122	401	*
wt_olap_1561	chr6	137663509	137663909	401	*
wt_olap_1562	chr6	137713261	137713661	401	*
wt_olap_1563	chr6	142927170	142927570	401	*
wt_olap_1564	chr6	142980261	142980661	401	*
wt_olap_1565	chr6	143166469	143166869	401	*
wt_olap_1566	chr6	143859593	143859993	401	*
wt_olap_1567	chr6	144309173	144309573	401	*
wt_olap_1568	chr6	145050867	145051267	401	*
wt_olap_1569	chr6	145251804	145252204	401	*
wt_olap_1570	chr6	145722640	145723040	401	*
wt_olap_1571	chr6	145855535	145855935	401	*
wt_olap_1572	chr6	146337261	146337661	401	*
wt_olap_1573	chr6	147043832	147044232	401	*
wt_olap_1574	chr6	148217252	148217652	401	*
wt_olap_1575	chr6	148615871	148616271	401	*
wt_olap_1576	chr7	3617086	3617486	401	*
wt_olap_1577	chr7	3629757	3630157	401	*
wt_olap_1578	chr7	3693007	3693407	401	*
wt_olap_1579	chr7	4129007	4129407	401	*
wt_olap_1580	chr7	4131972	4132372	401	*
wt_olap_1581	chr7	4136416	4136816	401	*
wt_olap_1582	chr7	4513266	4513666	401	*
wt_olap_1583	chr7	4684897	4685297	401	*
wt_olap_1584	chr7	4739596	4739996	401	*
wt_olap_1585	chr7	4749594	4749994	401	*
wt_olap_1586	chr7	4812597	4812997	401	*
wt_olap_1587	chr7	4866739	4867139	401	*
wt_olap_1588	chr7	5009410	5009810	401	*
wt_olap_1589	chr7	5014820	5015220	401	*
wt_olap_1590	chr7	5061452	5061852	401	*
wt_olap_1591	chr7	6116740	6117140	401	*
wt_olap_1592	chr7	6126973	6127373	401	*
wt_olap_1593	chr7	6152111	6152511	401	*
wt_olap_1594	chr7	6170979	6171379	401	*
wt_olap_1595	chr7	6172963	6173363	401	*
wt_olap_1596	chr7	6177274	6177674	401	*
wt_olap_1597	chr7	6309440	6309840	401	*
wt_olap_1598	chr7	6362689	6363089	401	*
wt_olap_1599	chr7	6728573	6728973	401	*
wt_olap_1600	chr7	6939742	6940142	401	*
wt_olap_1601	chr7	12803742	12804142	401	*
wt_olap_1602	chr7	12880856	12881256	401	*
wt_olap_1603	chr7	12897517	12897917	401	*
wt_olap_1604	chr7	12922007	12922407	401	*
wt_olap_1605	chr7	12952748	12953148	401	*
wt_olap_1606	chr7	12954695	12955095	401	*
wt_olap_1607	chr7	13054608	13055008	401	*
wt_olap_1608	chr7	15864132	15864532	401	*
wt_olap_1609	chr7	15879769	15880169	401	*
wt_olap_1610	chr7	15881361	15881761	401	*
wt_olap_1611	chr7	15905851	15906251	401	*
wt_olap_1612	chr7	15907943	15908343	401	*
wt_olap_1613	chr7	16009639	16010039	401	*
wt_olap_1614	chr7	16052676	16053076	401	*
wt_olap_1615	chr7	16104617	16105017	401	*
wt_olap_1616	chr7	16399689	16400089	401	*
wt_olap_1617	chr7	16413004	16413404	401	*
wt_olap_1618	chr7	16452521	16452921	401	*
wt_olap_1619	chr7	16874646	16875046	401	*
wt_olap_1620	chr7	19119610	19120010	401	*
wt_olap_1621	chr7	19175645	19176045	401	*
wt_olap_1622	chr7	19279891	19280291	401	*
wt_olap_1623	chr7	19295769	19296169	401	*
wt_olap_1624	chr7	19341461	19341861	401	*
wt_olap_1625	chr7	19377936	19378336	401	*
wt_olap_1626	chr7	24081634	24082034	401	*
wt_olap_1627	chr7	24335875	24336275	401	*
wt_olap_1628	chr7	24479977	24480377	401	*
wt_olap_1629	chr7	24506814	24507214	401	*
wt_olap_1630	chr7	24883869	24884269	401	*
wt_olap_1631	chr7	25031507	25031907	401	*
wt_olap_1632	chr7	25076811	25077211	401	*
wt_olap_1633	chr7	25238337	25238737	401	*
wt_olap_1634	chr7	25267873	25268273	401	*
wt_olap_1635	chr7	25316484	25316884	401	*
wt_olap_1636	chr7	25644629	25645029	401	*
wt_olap_1637	chr7	25658800	25659200	401	*
wt_olap_1638	chr7	25755041	25755441	401	*
wt_olap_1639	chr7	25811752	25812152	401	*
wt_olap_1640	chr7	27232831	27233231	401	*
wt_olap_1641	chr7	28392594	28392994	401	*
wt_olap_1642	chr7	28495440	28495840	401	*
wt_olap_1643	chr7	28693576	28693976	401	*
wt_olap_1644	chr7	28766444	28766844	401	*
wt_olap_1645	chr7	28767564	28767964	401	*
wt_olap_1646	chr7	28807557	28807957	401	*
wt_olap_1647	chr7	28810404	28810804	401	*
wt_olap_1648	chr7	28981843	28982243	401	*
wt_olap_1649	chr7	29184116	29184516	401	*
wt_olap_1650	chr7	29269006	29269406	401	*
wt_olap_1651	chr7	29397518	29397918	401	*
wt_olap_1652	chr7	29410339	29410739	401	*
wt_olap_1653	chr7	29430770	29431170	401	*
wt_olap_1654	chr7	29768074	29768474	401	*
wt_olap_1655	chr7	29906111	29906511	401	*
wt_olap_1656	chr7	30169661	30170061	401	*
wt_olap_1657	chr7	30559617	30560017	401	*
wt_olap_1658	chr7	30650072	30650472	401	*
wt_olap_1659	chr7	31080623	31081023	401	*
wt_olap_1660	chr7	34341819	34342219	401	*
wt_olap_1661	chr7	34354253	34354653	401	*
