seqnames	start	end	width	strand	gene	distTSS	peak.id
chr1	170867668	170868068	401	*	Atf6	-97	peak.504
chr1	171129201	171129601	401	*	Cfap126	7740	peak.505
chr1	171129201	171129601	401	*	Sdhc	21202	peak.505
chr1	171200979	171201379	401	*	Pcp4l1	-4911	peak.506
chr1	171222449	171222849	401	*	Apoa2	-2405	peak.507
chr1	171222449	171222849	401	*	Tomm40l	-135	peak.507
chr1	171232714	171233114	401	*	Fcer1g	1451	peak.508
chr1	171232714	171233114	401	*	Apoa2	7860	peak.508
chr1	171235831	171236231	401	*	Fcer1g	-1666	peak.509
chr1	171237437	171237837	401	*	Fcer1g	-3272	peak.510
chr1	171247035	171247435	401	*	Adamts4	-3188	peak.511
chr1	171247035	171247435	401	*	Ndufs2	-113	peak.511
chr1	171329023	171329423	401	*	Dedd	78	peak.512
chr1	171411017	171411417	401	*	Usf1	-96	peak.513
chr1	171419517	171419917	401	*	Tstd1	684	peak.514
chr1	172145198	172145598	401	*	Dcaf8	-2780	peak.515
chr1	172202568	172202968	401	*	Pea15a	4036	peak.516
chr1	172202568	172202968	401	*	Dcaf8	54590	peak.516
chr1	172204423	172204823	401	*	Pea15a	2181	peak.517
chr1	172204423	172204823	401	*	Dcaf8	56445	peak.517
chr1	172216880	172217280	401	*	Pea15a	-10276	peak.518
chr1	172216880	172217280	401	*	Casq1	2788	peak.518
chr1	172488839	172489239	401	*	Tagln2	-11008	peak.519
chr1	172488839	172489239	401	*	Igsf9	6725	peak.519
chr1	172683569	172683969	401	*	Dusp23	-50807	peak.520
chr1	172683569	172683969	401	*	Crp	-14286	peak.520
chr1	172741905	172742305	401	*	Crp	44050	peak.521
chr1	172741905	172742305	401	*	Apcs	152936	peak.521
chr1	173295660	173296060	401	*	Mptx2	-18083	peak.522
chr1	173295660	173296060	401	*	Ackr1	37642	peak.522
chr1	173359675	173360075	401	*	Cadm3	7820	peak.523
chr1	173359675	173360075	401	*	Aim2	8996	peak.523
chr1	173369472	173369872	401	*	Cadm3	-1977	peak.524
chr1	174994932	174995332	401	*	Grem2	-73313	peak.525
chr1	174994932	174995332	401	*	Rgs7	497144	peak.525
chr1	175272957	175273357	401	*	Grem2	-351338	peak.526
chr1	175272957	175273357	401	*	Rgs7	219119	peak.526
chr1	175301126	175301526	401	*	Grem2	-379507	peak.527
chr1	175301126	175301526	401	*	Rgs7	190950	peak.527
chr1	175692752	175693152	401	*	Chml	-322	peak.528
chr1	175692752	175693152	401	*	Opn3	-176	peak.528
chr1	175988209	175988609	401	*	Rbm8a2	-9295	peak.529
chr1	175988209	175988609	401	*	Pld5	286889	peak.529
chr1	176043057	176043457	401	*	Rbm8a2	-64143	peak.530
chr1	176043057	176043457	401	*	Pld5	232041	peak.530
chr1	176085954	176086354	401	*	Rbm8a2	-107040	peak.531
chr1	176085954	176086354	401	*	Pld5	189144	peak.531
chr1	176118532	176118932	401	*	Rbm8a2	-139618	peak.532
chr1	176118532	176118932	401	*	Pld5	156566	peak.532
chr1	176814531	176814931	401	*	Cep170	-664	peak.533
chr1	176814531	176814931	401	*	Sdccag8	71	peak.533
chr1	176845386	176845786	401	*	Sdccag8	30926	peak.534
chr1	176845386	176845786	401	*	Akt3	412617	peak.534
chr1	176870488	176870888	401	*	Sdccag8	56028	peak.535
chr1	176870488	176870888	401	*	Akt3	387515	peak.535
chr1	176981533	176981933	401	*	Sdccag8	167073	peak.536
chr1	176981533	176981933	401	*	Akt3	276470	peak.536
chr1	177299516	177299916	401	*	Zbtb18	-144579	peak.537
chr1	177299516	177299916	401	*	Akt3	-41513	peak.537
chr1	177322819	177323219	401	*	Zbtb18	-121276	peak.538
chr1	177322819	177323219	401	*	Akt3	-64816	peak.538
chr1	177445453	177445853	401	*	1700016C15Rik	-284161	peak.539
chr1	177445453	177445853	401	*	Zbtb18	1358	peak.539
chr1	177693737	177694137	401	*	1700016C15Rik	-35877	peak.540
chr1	177693737	177694137	401	*	Zbtb18	249642	peak.540
chr1	177983012	177983412	401	*	Adss	-186701	peak.541
chr1	177983012	177983412	401	*	Gm16432	-8223	peak.541
chr1	178187205	178187605	401	*	Desi2	-127	peak.542
chr1	178334406	178334806	401	*	Hnrnpu	3191	peak.543
chr1	178334406	178334806	401	*	Cox20	15476	peak.543
chr1	178369373	178369773	401	*	Efcab2	-36530	peak.544
chr1	178369373	178369773	401	*	Hnrnpu	-31776	peak.544
chr1	178401770	178402170	401	*	Efcab2	-4133	peak.545
chr1	178824864	178825264	401	*	Kif26b	295939	peak.546
chr1	178824864	178825264	401	*	Smyd3	692970	peak.546
chr1	179604468	179604868	401	*	Sccpdh	-63542	peak.547
chr1	179604468	179604868	401	*	Cnst	58298	peak.547
chr1	179612551	179612951	401	*	Sccpdh	-55459	peak.548
chr1	179612551	179612951	401	*	Cnst	66381	peak.548
chr1	179803732	179804132	401	*	Ahctf1	-252	peak.549
chr1	179803732	179804132	401	*	Gm10518	556	peak.549
chr1	180195904	180196304	401	*	Coq8a	-84	peak.550
chr1	180329327	180329727	401	*	Itpkb	-958	peak.551
chr1	180388184	180388584	401	*	Itpkb	57899	peak.552
chr1	180388184	180388584	401	*	Stum	95083	peak.552
chr1	180438570	180438970	401	*	Stum	44697	peak.553
chr1	180438570	180438970	401	*	Itpkb	108285	peak.553
chr1	180520687	180521087	401	*	Parp1	-48042	peak.554
chr1	180520687	180521087	401	*	Stum	-37420	peak.554
chr1	180604555	180604955	401	*	Lin9	-36395	peak.555
chr1	180604555	180604955	401	*	Parp1	35826	peak.555
chr1	180784762	180785162	401	*	H3f3a	28670	peak.556
chr1	180784762	180785162	401	*	Acbd3	58919	peak.556
chr1	180815667	180816067	401	*	H3f3a	-2235	peak.557
chr1	180841893	180842293	401	*	H3f3a	-28461	peak.558
chr1	180841893	180842293	401	*	Sde2	-9034	peak.558
chr1	180850489	180850889	401	*	Sde2	-438	peak.559
chr1	180863615	180864015	401	*	Lefty2	-29293	peak.560
chr1	180863615	180864015	401	*	Sde2	12688	peak.560
chr1	181206717	181207117	401	*	Wdr26	4635	peak.561
chr1	181206717	181207117	401	*	Cnih4	55986	peak.561
chr1	181980402	181980802	401	*	Lbr	-138223	peak.562
chr1	181980402	181980802	401	*	Enah	39059	peak.562
chr1	181985884	181986284	401	*	Lbr	-143705	peak.563
chr1	181985884	181986284	401	*	Enah	33577	peak.563
chr1	181987243	181987643	401	*	Lbr	-145064	peak.564
chr1	181987243	181987643	401	*	Enah	32218	peak.564
chr1	182413667	182414067	401	*	Trp53bp2	4695	peak.565
chr1	182413667	182414067	401	*	Capn2	103657	peak.565
chr1	183149582	183149982	401	*	Disp1	71703	peak.566
chr1	183149582	183149982	401	*	Tlr5	194994	peak.566
chr1	183271294	183271694	401	*	Disp1	-50009	peak.567
chr1	183271294	183271694	401	*	Brox	25498	peak.567
chr1	183272780	183273180	401	*	Disp1	-51495	peak.568
chr1	183272780	183273180	401	*	Brox	24012	peak.568
chr1	183931673	183932073	401	*	1700056E22Rik	102125	peak.569
chr1	183931673	183932073	401	*	Hhipl2	513411	peak.569
chr1	185336046	185336446	401	*	Eprs	-26798	peak.570
chr1	185336046	185336446	401	*	Bpnt1	4074	peak.570
chr1	186251419	186251819	401	*	Lyplal1	-134309	peak.571
chr1	186251419	186251819	401	*	Tgfb2	454081	peak.571
chr1	186757144	186757544	401	*	D1Pas1	-210072	peak.572
chr1	186757144	186757544	401	*	Rrp15	-7986	peak.572
chr1	187436801	187437201	401	*	Esrrg	-560826	peak.573
chr1	187436801	187437201	401	*	Gpatch2	221490	peak.573
chr1	187449200	187449600	401	*	Esrrg	-548427	peak.574
chr1	187449200	187449600	401	*	Gpatch2	233889	peak.574
chr1	187758027	187758427	401	*	Esrrg	-239600	peak.575
chr1	187758027	187758427	401	*	Gpatch2	542716	peak.575
chr1	187964810	187965210	401	*	Esrrg	-32817	peak.576
chr1	187964810	187965210	401	*	Gpatch2	749499	peak.576
chr1	187997633	187998033	401	*	Esrrg	6	peak.577
chr1	188030072	188030472	401	*	Ush2a	-232762	peak.578
chr1	188030072	188030472	401	*	Esrrg	32445	peak.578
chr1	188105242	188105642	401	*	Ush2a	-157592	peak.579
chr1	188105242	188105642	401	*	Esrrg	107615	peak.579
chr1	188164151	188164551	401	*	Ush2a	-98683	peak.580
chr1	188164151	188164551	401	*	Esrrg	166524	peak.580
chr1	188186790	188187190	401	*	Ush2a	-76044	peak.581
chr1	188186790	188187190	401	*	Esrrg	189163	peak.581
chr1	188262224	188262624	401	*	Ush2a	-610	peak.582
chr1	188529711	188530111	401	*	Ush2a	266877	peak.583
chr1	188529711	188530111	401	*	Kctd3	477929	peak.583
chr1	188595095	188595495	401	*	Ush2a	332261	peak.584
chr1	188595095	188595495	401	*	Kctd3	412545	peak.584
chr1	189628957	189629357	401	*	Kcnk2	-285802	peak.585
chr1	189628957	189629357	401	*	Cenpf	58929	peak.585
chr1	189688064	189688464	401	*	Cenpf	-178	peak.586
chr1	189719286	189719686	401	*	Cenpf	-31400	peak.587
chr1	189719286	189719686	401	*	Ptpn14	-8782	peak.587
chr1	189767405	189767805	401	*	Ptpn14	39337	peak.588
chr1	189767405	189767805	401	*	Smyd2	154758	peak.588
chr1	190270809	190271209	401	*	Prox1	-100295	peak.589
chr1	190270809	190271209	401	*	Rps6kc1	640761	peak.589
chr1	190452438	190452838	401	*	Prox1	-281924	peak.590
chr1	190452438	190452838	401	*	Rps6kc1	459132	peak.590
chr1	190563018	190563418	401	*	Prox1	-392504	peak.591
chr1	190563018	190563418	401	*	Rps6kc1	348552	peak.591
chr1	190749528	190749928	401	*	Prox1	-579014	peak.592
chr1	190749528	190749928	401	*	Rps6kc1	162042	peak.592
chr1	191035541	191035941	401	*	Spata45	-898	peak.593
chr1	191068825	191069225	401	*	Batf3	-29300	peak.594
chr1	191068825	191069225	401	*	Nsl1	5994	peak.594
chr1	191575444	191575844	401	*	Dtl	-100	peak.595
chr1	191575444	191575844	401	*	Ints7	8	peak.595
chr1	191726259	191726659	401	*	Nek2	-94985	peak.596
chr1	191726259	191726659	401	*	Lpgat1	8070	peak.596
chr1	191777566	191777966	401	*	Nek2	-43678	peak.597
chr1	191777566	191777966	401	*	Lpgat1	59377	peak.597
chr1	191783190	191783590	401	*	Nek2	-38054	peak.598
chr1	191783190	191783590	401	*	Lpgat1	65001	peak.598
chr1	191814770	191815170	401	*	Nek2	-6474	peak.599
chr1	191814770	191815170	401	*	Lpgat1	96581	peak.599
chr1	191821147	191821547	401	*	Nek2	-97	peak.600
chr1	191896823	191897223	401	*	Slc30a1	-9744	peak.601
chr1	191896823	191897223	401	*	Nek2	75579	peak.601
chr1	191967203	191967603	401	*	Rd3	-9967	peak.602
chr1	191967203	191967603	401	*	Slc30a1	60636	peak.602
chr1	191977136	191977536	401	*	Rd3	-34	peak.603
chr1	191978348	191978748	401	*	Rd3	1178	peak.604
chr1	191978348	191978748	401	*	Traf5	114011	peak.604
chr1	191981505	191981905	401	*	Rd3	4335	peak.605
chr1	191981505	191981905	401	*	Traf5	110854	peak.605
chr1	192128349	192128749	401	*	Traf5	-35990	peak.606
chr1	192128349	192128749	401	*	Rcor3	9513	peak.606
chr1	192277741	192278141	401	*	Kcnh1	87167	peak.607
chr1	192277741	192278141	401	*	Hhat	493282	peak.607
chr1	192444741	192445141	401	*	Kcnh1	254167	peak.608
chr1	192444741	192445141	401	*	Hhat	326282	peak.608
chr1	192448541	192448941	401	*	Kcnh1	257967	peak.609
chr1	192448541	192448941	401	*	Hhat	322482	peak.609
chr1	192607655	192608055	401	*	Hhat	163368	peak.610
chr1	192607655	192608055	401	*	Kcnh1	417081	peak.610
chr1	192799501	192799901	401	*	Hhat	-28478	peak.611
chr1	192799501	192799901	401	*	Sertad4	56055	peak.611
chr1	193173286	193173686	401	*	A130010J15Rik	5440	peak.612
chr1	193173286	193173686	401	*	Traf3ip3	28061	peak.612
chr1	193186965	193187365	401	*	Traf3ip3	14382	peak.613
chr1	193186965	193187365	401	*	A130010J15Rik	19119	peak.613
chr1	193370098	193370498	401	*	Camk1g	0	peak.614
chr1	193433666	193434066	401	*	Camk1g	-63568	peak.615
chr1	194158575	194158975	401	*	Camk1g	-788477	peak.616
chr1	194158575	194158975	401	*	Plxna2	-461050	peak.616
chr1	194619456	194619856	401	*	Plxna2	-169	peak.617
chr1	194700462	194700862	401	*	Cd34	-238157	peak.618
chr1	194700462	194700862	401	*	Plxna2	80837	peak.618
chr1	194782509	194782909	401	*	Cd34	-156110	peak.619
chr1	194782509	194782909	401	*	Plxna2	162884	peak.619
chr1	194990991	194991391	401	*	Cd34	52372	peak.620
chr1	194990991	194991391	401	*	Cd46	101058	peak.620
chr2	3365193	3365593	401	*	Acbd7	29225	peak.4984
chr2	3365193	3365593	401	*	Olah	31817	peak.4984
chr2	3418932	3419332	401	*	Olah	-21922	peak.4985
chr2	3418932	3419332	401	*	Meig1	3516	peak.4985
chr2	3468589	3468989	401	*	Suv39h2	6242	peak.4986
chr2	3468589	3468989	401	*	Dclre1c	44639	peak.4986
chr2	3489764	3490164	401	*	Suv39h2	-14933	peak.4987
chr2	3489764	3490164	401	*	Hspa14	22850	peak.4987
chr2	3512770	3513170	401	*	Hspa14	-156	peak.4988
chr2	3512770	3513170	401	*	Cdnf	-95	peak.4988
chr2	3658853	3659253	401	*	Fam107b	-54405	peak.4989
chr2	3658853	3659253	401	*	Cdnf	145988	peak.4989
chr2	3663800	3664200	401	*	Fam107b	-49458	peak.4990
chr2	3663800	3664200	401	*	Cdnf	150935	peak.4990
chr2	3717407	3717807	401	*	Frmd4a	-435265	peak.4991
chr2	3717407	3717807	401	*	Fam107b	4149	peak.4991
chr2	4071837	4072237	401	*	Frmd4a	-80835	peak.4992
chr2	4071837	4072237	401	*	Fam107b	358579	peak.4992
chr2	4084037	4084437	401	*	Frmd4a	-68635	peak.4993
chr2	4084037	4084437	401	*	Fam107b	370779	peak.4993
chr2	4739994	4740394	401	*	Sephs1	-141370	peak.4994
chr2	4739994	4740394	401	*	Bend7	22049	peak.4994
chr2	4901552	4901952	401	*	Phyh	-17267	peak.4995
chr2	4901552	4901952	401	*	Sephs1	20188	peak.4995
chr2	5059904	5060304	401	*	Mcm10	-47760	peak.4996
chr2	5059904	5060304	401	*	Optn	3941	peak.4996
chr2	5083698	5084098	401	*	Ccdc3	-53878	peak.4997
chr2	5083698	5084098	401	*	Optn	-19853	peak.4997
chr2	5435713	5436113	401	*	Camk1d	278602	peak.4998
chr2	5435713	5436113	401	*	Ccdc3	298137	peak.4998
chr2	5437815	5438215	401	*	Camk1d	276500	peak.4999
chr2	5437815	5438215	401	*	Ccdc3	300239	peak.4999
chr2	5605521	5605921	401	*	Camk1d	108794	peak.5000
chr2	5605521	5605921	401	*	Ccdc3	467945	peak.5000
chr2	5614390	5614790	401	*	Camk1d	99925	peak.5001
chr2	5614390	5614790	401	*	Ccdc3	476814	peak.5001
chr2	5708309	5708709	401	*	Camk1d	6006	peak.5002
chr2	5708309	5708709	401	*	Ccdc3	570733	peak.5002
chr2	5746322	5746722	401	*	Nudt5	-98497	peak.5003
chr2	5746322	5746722	401	*	Camk1d	-32007	peak.5003
chr2	5844911	5845311	401	*	Cdc123	53	peak.5004
chr2	5844911	5845311	401	*	Nudt5	92	peak.5004
chr2	5985761	5986161	401	*	Upf2	34492	peak.5005
chr2	5985761	5986161	401	*	Proser2	144250	peak.5005
chr2	6146197	6146597	401	*	Proser2	-16186	peak.5006
chr2	6146197	6146597	401	*	Echdc3	66636	peak.5006
chr2	6325361	6325761	401	*	Echdc3	-112528	peak.5007
chr2	6325361	6325761	401	*	Usp6nl	-27172	peak.5007
chr2	6352998	6353398	401	*	Usp6nl	465	peak.5008
chr2	6379579	6379979	401	*	Usp6nl	27046	peak.5009
chr2	6379579	6379979	401	*	Celf2	505217	peak.5009
chr2	6820713	6821113	401	*	Celf2	64083	peak.5010
chr2	6820713	6821113	401	*	Usp6nl	468180	peak.5010
chr2	6873503	6873903	401	*	Celf2	11293	peak.5011
chr2	6873503	6873903	401	*	Usp6nl	520970	peak.5011
chr2	6874251	6874651	401	*	Celf2	10545	peak.5012
chr2	6874251	6874651	401	*	Usp6nl	521718	peak.5012
chr2	6883809	6884209	401	*	Celf2	987	peak.5013
chr2	7042372	7042772	401	*	Celf2	-157576	peak.5014
chr2	7308398	7308798	401	*	Celf2	-423602	peak.5015
chr2	7310790	7311190	401	*	Celf2	-425994	peak.5016
chr2	8304979	8305379	401	*			peak.5017
chr2	8673726	8674126	401	*			peak.5018
chr2	9420946	9421346	401	*	Gata3	457454	peak.5019
chr2	9422745	9423145	401	*	Gata3	455655	peak.5020
chr2	9488292	9488692	401	*	Gata3	390108	peak.5021
chr2	10142851	10143251	401	*	Itih2	-12388	peak.5022
chr2	10142851	10143251	401	*	Itih5	-10520	peak.5022
chr2	11399408	11399808	401	*	Pfkfb3	102493	peak.5023
chr2	11399408	11399808	401	*	Prkcq	227500	peak.5023
chr2	12862599	12862999	401	*	Mindy3	-443329	peak.5024
chr2	12862599	12862999	401	*	Pter	-61293	peak.5024
chr2	12937446	12937846	401	*	Pter	13554	peak.5025
chr2	12937446	12937846	401	*	C1ql3	74160	peak.5025
chr2	13000039	13000439	401	*	C1ql3	11567	peak.5026
chr2	13000039	13000439	401	*	Pter	76147	peak.5026
chr2	13018353	13018753	401	*	C1ql3	-6747	peak.5027
chr2	13018353	13018753	401	*	Rsu1	252862	peak.5027
chr2	13120457	13120857	401	*	C1ql3	-108851	peak.5028
chr2	13120457	13120857	401	*	Rsu1	150758	peak.5028
chr2	13175481	13175881	401	*	C1ql3	-163875	peak.5029
chr2	13175481	13175881	401	*	Rsu1	95734	peak.5029
chr2	13243600	13244000	401	*	C1ql3	-231994	peak.5030
chr2	13243600	13244000	401	*	Rsu1	27615	peak.5030
chr2	13509552	13509952	401	*	Cubn	-17939	peak.5031
chr2	13509552	13509952	401	*	Trdmt1	34916	peak.5031
chr2	14076383	14076783	401	*	Tmem236	-97940	peak.5032
chr2	14076383	14076783	401	*	Stam	2485	peak.5032
chr2	14127537	14127937	401	*	Tmem236	-46786	peak.5033
chr2	14127537	14127937	401	*	Stam	53639	peak.5033
chr2	14762856	14763256	401	*	Cacnb2	158750	peak.5034
chr2	14762856	14763256	401	*	Nsun6	291828	peak.5034
chr2	14783580	14783980	401	*	Cacnb2	179474	peak.5035
chr2	14783580	14783980	401	*	Nsun6	271104	peak.5035
chr2	14825126	14825526	401	*	Cacnb2	221020	peak.5036
chr2	14825126	14825526	401	*	Nsun6	229558	peak.5036
chr2	14862192	14862592	401	*	Nsun6	192492	peak.5037
chr2	14862192	14862592	401	*	Cacnb2	258086	peak.5037
chr2	14883341	14883741	401	*	Nsun6	171343	peak.5038
chr2	14883341	14883741	401	*	Cacnb2	279235	peak.5038
chr2	15075888	15076288	401	*	Malrd1	-450391	peak.5039
chr2	15075888	15076288	401	*	Arl5b	20848	peak.5039
chr2	16666982	16667382	401	*	Plxdc2	310878	peak.5040
chr2	18037635	18038035	401	*	A930004D18Rik	-98	peak.5041
chr2	18067278	18067678	401	*	Mllt10	12241	peak.5042
chr2	18067278	18067678	401	*	Dnajc1	325352	peak.5042
chr2	18627812	18628212	401	*	Dnajc1	-235182	peak.5043
chr2	18627812	18628212	401	*	Commd3	-44372	peak.5043
chr2	19472466	19472866	401	*	Ptf1a	27003	peak.5044
chr2	19472466	19472866	401	*	4921504E06Rik	81248	peak.5044
chr2	20969478	20969878	401	*	Arhgap21	-1957	peak.5045
chr2	22928304	22928704	401	*	Pdss1	32982	peak.5046
chr2	22928304	22928704	401	*	Abi1	111618	peak.5046
chr2	23067967	23068367	401	*	Acbd5	-905	peak.5047
chr2	24535526	24535926	401	*	Pax8	-60127	peak.5048
chr2	24535526	24535926	401	*	Cacna1b	227321	peak.5048
chr2	24973119	24973519	401	*	Pnpla7	-2714	peak.5049
chr2	24973119	24973519	401	*	Mrpl41	1779	peak.5049
chr2	25135199	25135599	401	*	Nrarp	-45359	peak.5050
chr2	25135199	25135599	401	*	Noxa1	-40250	peak.5050
chr2	25224750	25225150	401	*	Tubb4b	-248	peak.5051
chr2	25332445	25332845	401	*	Man1b1	-84	peak.5052
chr2	25460971	25461371	401	*	Paxx	-77	peak.5053
chr2	25466281	25466681	401	*	Paxx	-5387	peak.5054
chr2	25466281	25466681	401	*	Ptgds	3361	peak.5054
chr2	25467583	25467983	401	*	Paxx	-6689	peak.5055
chr2	25467583	25467983	401	*	Ptgds	2059	peak.5055
chr2	25546911	25547311	401	*	Traf2	-201	peak.5056
chr2	25955418	25955818	401	*	Camsap1	27664	peak.5057
chr2	25955418	25955818	401	*	Kcnt1	77745	peak.5057
chr2	25977584	25977984	401	*	Camsap1	5498	peak.5058
chr2	25977584	25977984	401	*	Kcnt1	99911	peak.5058
chr2	25981642	25982042	401	*	Camsap1	1440	peak.5059
chr2	25981642	25982042	401	*	Kcnt1	103969	peak.5059
chr2	25983515	25983915	401	*	Camsap1	-433	peak.5060
chr2	26237352	26237752	401	*	Qsox2	-27	peak.5061
chr2	26290067	26290467	401	*	Qsox2	-52742	peak.5062
chr2	26290067	26290467	401	*	Ccdc187	4290	peak.5062
chr2	26300081	26300481	401	*	Gpsm1	-19492	peak.5063
chr2	26300081	26300481	401	*	Ccdc187	-5724	peak.5063
chr2	26319460	26319860	401	*	Gpsm1	-113	peak.5064
chr2	26445235	26445635	401	*	Sec16a	-219	peak.5065
chr2	26465635	26466035	401	*	Sec16a	-20619	peak.5066
chr2	26465635	26466035	401	*	Notch1	37987	peak.5066
chr2	26902760	26903160	401	*	Surf6	-81	peak.5067
chr2	27307358	27307758	401	*	Sardh	-60292	peak.5068
chr2	27307358	27307758	401	*	Vav2	119475	peak.5068
chr2	27338599	27338999	401	*	Sardh	-91533	peak.5069
chr2	27338599	27338999	401	*	Vav2	88234	peak.5069
chr2	27540116	27540516	401	*	Rxra	-136885	peak.5070
chr2	27540116	27540516	401	*	Wdr5	25159	peak.5070
chr2	27679074	27679474	401	*	Col5a1	-207151	peak.5071
chr2	27679074	27679474	401	*	Rxra	2073	peak.5071
chr2	27738359	27738759	401	*	Col5a1	-147866	peak.5072
chr2	27738359	27738759	401	*	Rxra	61358	peak.5072
chr2	27993373	27993773	401	*	Fcnb	91312	peak.5073
chr2	27993373	27993773	401	*	Col5a1	107148	peak.5073
chr2	28212907	28213307	401	*	Ppp1r26	-234834	peak.5074
chr2	28212907	28213307	401	*	Olfm1	7448	peak.5074
chr2	28221343	28221743	401	*	Ppp1r26	-226398	peak.5075
chr2	28221343	28221743	401	*	Olfm1	15884	peak.5075
chr2	28227802	28228202	401	*	Ppp1r26	-219939	peak.5076
chr2	28227802	28228202	401	*	Olfm1	22343	peak.5076
chr2	28401567	28401967	401	*	Ppp1r26	-46174	peak.5077
chr2	28401567	28401967	401	*	Olfm1	196108	peak.5077
chr2	28780116	28780516	401	*	Gtf3c4	59970	peak.5078
chr2	28780116	28780516	401	*	Ak8	80152	peak.5078
chr2	28860998	28861398	401	*	Ddx31	20739	peak.5079
chr2	28860998	28861398	401	*	Barhl1	55214	peak.5079
chr2	29245671	29246071	401	*	Ntng2	2169	peak.5080
chr2	29245671	29246071	401	*	Setx	120879	peak.5080
chr2	29257134	29257534	401	*	Med27	-89485	peak.5081
chr2	29257134	29257534	401	*	Ntng2	-9294	peak.5081
chr2	29372171	29372571	401	*	Rapgef1	-247349	peak.5082
chr2	29372171	29372571	401	*	Med27	25552	peak.5082
chr2	29516810	29517210	401	*	Rapgef1	-102710	peak.5083
chr2	29516810	29517210	401	*	Med27	170191	peak.5083
chr2	29826864	29827264	401	*	Urm1	-278	peak.5084
chr2	29921432	29921832	401	*	Gle1	-13794	peak.5085
chr2	29921432	29921832	401	*	Odf2	31815	peak.5085
chr2	30092592	30092992	401	*	Zdhhc12	843	peak.5086
chr2	30266450	30266850	401	*	Phyhd1	121	peak.5087
chr2	30278925	30279325	401	*	Gm28038	-1918	peak.5088
chr2	30287116	30287516	401	*	Dolk	-982	peak.5089
chr2	30287116	30287516	401	*	Nup188	919	peak.5089
chr2	30296816	30297216	401	*	Nup188	10619	peak.5090
chr2	30296816	30297216	401	*	Sh3glb2	62316	peak.5090
chr2	30363856	30364256	401	*	Sh3glb2	-4724	peak.5091
chr2	30363856	30364256	401	*	Miga2	-240	peak.5091
chr2	30392026	30392426	401	*	Dolpp1	-28	peak.5092
chr2	30397983	30398383	401	*	Dolpp1	5929	peak.5093
chr2	30397983	30398383	401	*	Crat	17588	peak.5093
chr2	30544982	30545382	401	*	Ier5l	-70963	peak.5094
chr2	30544982	30545382	401	*	Cstad	-49858	peak.5094
chr2	30613636	30614036	401	*	Cstad	18796	peak.5095
chr2	30613636	30614036	401	*	1700001O22Rik	187871	peak.5095
chr2	30632473	30632873	401	*	Cstad	37633	peak.5096
chr2	30632473	30632873	401	*	1700001O22Rik	169034	peak.5096
chr2	30922970	30923370	401	*	Tor1b	-29789	peak.5097
chr2	30922970	30923370	401	*	Ptges	-19873	peak.5097
chr2	31409428	31409828	401	*	Ass1	-60579	peak.5098
chr2	31409428	31409828	401	*	Hmcn2	95213	peak.5098
chr2	31499728	31500128	401	*	Fubp3	-72889	peak.5099
chr2	31499728	31500128	401	*	Ass1	29721	peak.5099
chr2	31516444	31516844	401	*	Fubp3	-56173	peak.5100
chr2	31516444	31516844	401	*	Ass1	46437	peak.5100
chr2	31687993	31688393	401	*	Abl1	-358	peak.5101
chr2	32033384	32033784	401	*	Fam78a	50199	peak.5102
chr2	32033384	32033784	401	*	Nup214	59148	peak.5102
chr2	32055325	32055725	401	*	Fam78a	28258	peak.5103
chr2	32055325	32055725	401	*	Nup214	81089	peak.5103
chr2	32158211	32158611	401	*	Pomt1	-78179	peak.5104
chr2	32158211	32158611	401	*	Prrc2b	7263	peak.5104
chr2	32170008	32170408	401	*	Pomt1	-66382	peak.5105
chr2	32170008	32170408	401	*	Prrc2b	19060	peak.5105
chr2	32315773	32316173	401	*	Ciz1	-36354	peak.5106
chr2	32315773	32316173	401	*	Golga2	27660	peak.5106
chr2	32352030	32352430	401	*	Ciz1	-97	peak.5107
chr2	32694019	32694419	401	*	Fpgs	-34	peak.5108
chr2	32706219	32706619	401	*	Fpgs	-12234	peak.5109
chr2	32706219	32706619	401	*	Cdk9	6365	peak.5109
chr2	32727411	32727811	401	*	Sh2d3c	6556	peak.5110
chr2	32727411	32727811	401	*	6330409D20Rik	13405	peak.5110
chr2	32732915	32733315	401	*	6330409D20Rik	7901	peak.5111
chr2	32732915	32733315	401	*	Sh2d3c	12060	peak.5111
chr2	32829303	32829703	401	*	Cfap157	-45075	peak.5112
chr2	32829303	32829703	401	*	Stxbp1	17699	peak.5112
chr2	32832583	32832983	401	*	Cfap157	-48355	peak.5113
chr2	32832583	32832983	401	*	Stxbp1	14419	peak.5113
chr2	32845021	32845421	401	*	Cfap157	-60793	peak.5114
chr2	32845021	32845421	401	*	Stxbp1	1981	peak.5114
chr2	33302442	33302842	401	*	Ralgps1	68836	peak.5115
chr2	33302442	33302842	401	*	Angptl2	86573	peak.5115
chr2	33408776	33409176	401	*	Ralgps1	-37498	peak.5116
chr2	33408776	33409176	401	*	Zbtb34	22348	peak.5116
chr2	33509967	33510367	401	*	Zbtb43	-47814	peak.5117
chr2	33509967	33510367	401	*	Lmx1b	130344	peak.5117
chr2	33580597	33580997	401	*	Zbtb43	-118444	peak.5118
chr2	33580597	33580997	401	*	Lmx1b	59714	peak.5118
chr2	33753456	33753856	401	*	Lmx1b	-113145	peak.5119
chr2	33753456	33753856	401	*	Mvb12b	134290	peak.5119
chr2	33875156	33875556	401	*	Lmx1b	-234845	peak.5120
chr2	33875156	33875556	401	*	Mvb12b	12590	peak.5120
